59.04	53.12	40.29	96.35	53.92	37.62	28.88	19.12	13.24	19.82	64.98	50.51
54.94	78.17	70.29	53.60	36.81	25.83	18.49	12.71	17.44	31.79	55.36	84.06
108.69	63.25	44.53	66.16	40.05	28.95	20.05	13.76	21.67	43.69	69.98	96.70
117.92	158.57	184.52	162.26	105.07	79.17	55.03	37.98	30.10	47.53	61.87	77.92
187.71	191.06	151.49	128.64	86.08	60.80	42.76	30.97	24.06	26.05	47.37	65.73
169.41	178.95	139.57	160.61	105.60	72.89	51.48	35.33	33.25	25.31	54.93	89.06
113.61	71.25	106.34	100.17	64.94	56.08	36.17	28.42	19.27	48.95	97.61	78.00
102.31	64.13	103.03	67.27	54.41	38.55	27.05	18.64	13.33	25.40	20.66	35.37
133.12	125.05	121.86	84.16	63.23	44.76	31.43	21.66	14.70	24.63	56.24	82.19
74.12	65.48	70.80	103.88	53.62	37.50	26.30	22.10	20.69	31.22	39.40	65.79
107.64	75.94	120.18	104.50	64.83	45.62	31.99	21.95	15.75	38.72	48.44	84.13
116.63	117.39	90.18	63.82	47.28	32.99	26.90	31.26	20.70	21.70	34.05	79.21
77.69	96.49	105.72	92.05	78.57	48.43	33.97	23.63	21.73	34.67	66.67	140.36
115.36	131.04	143.92	137.50	89.23	63.04	44.21	30.34	20.50	44.23	82.74	72.64
90.25	103.74	100.10	62.87	43.92	34.76	24.04	17.77	24.46	32.38	102.87	208.86
155.49	127.10	109.00	76.29	69.65	44.77	51.99	31.48	40.92	27.85	49.67	48.40
65.83	106.38	155.07	125.78	80.31	56.47	39.60	27.17	21.67	26.11	82.71	110.24
129.79	202.77	148.48	124.19	85.23	59.53	41.75	31.33	22.79	34.65	102.59	90.52
79.11	120.33	78.52	85.72	54.03	38.30	26.40	20.29	19.96	16.88	33.95	103.70
129.09	93.29	178.18	115.58	81.87	64.95	45.60	31.35	21.19	23.57	64.49	86.68
87.97	79.92	70.18	65.67	50.83	34.81	24.41	16.75	11.32	24.24	101.97	111.17
82.22	69.85	85.39	66.10	47.50	33.35	23.39	17.47	13.67	20.68	45.86	70.68
98.56	65.16	94.83	122.83	84.97	57.53	40.49	27.78	21.00	34.39	62.36	81.42
85.69	116.30	99.08	73.28	58.29	40.84	27.71	19.03	12.87	16.22	90.23	117.02
99.80	78.13	114.89	69.33	52.34	35.48	24.88	17.08	19.49	24.75	51.31	105.24
113.36	114.02	148.65	90.98	62.84	43.95	31.54	26.76	55.10	38.29	80.12	117.54
83.86	55.09	91.68	51.29	40.92	28.26	19.86	17.43	14.82	33.15	46.95	65.31
76.59	78.02	69.41	57.70	42.57	29.73	20.86	14.33	16.63	12.39	54.87	86.81
