69.69	89.64	48.10	75.44	26.31	17.17	12.01	8.45	19.76	32.42	89.94	52.92
24.05	55.59	42.51	17.99	13.61	8.76	7.65	5.13	22.26	46.11	111.12	90.44
86.31	64.92	26.80	17.68	22.62	19.71	9.92	6.96	9.04	46.84	37.41	71.72
103.23	145.20	209.18	82.29	58.57	42.14	28.46	18.50	17.62	28.67	74.76	102.94
274.66	279.01	94.25	74.61	48.54	33.04	23.87	19.17	17.75	29.77	83.69	68.10
193.08	165.56	53.39	52.86	26.84	28.59	17.15	11.93	14.92	7.71	66.96	109.47
112.60	41.61	110.59	46.13	28.68	31.70	16.54	16.94	9.51	75.02	112.28	95.91
160.89	51.60	103.93	60.03	35.14	22.76	15.95	18.22	9.78	22.04	10.46	43.20
123.11	183.93	117.47	94.02	46.40	30.08	25.89	15.35	18.33	21.29	69.55	143.29
65.33	61.36	68.51	125.78	36.21	23.97	17.00	24.25	16.76	34.44	55.44	91.63
238.24	73.68	79.89	37.70	24.26	17.17	12.73	11.32	15.31	23.31	32.75	128.08
135.88	100.19	42.80	31.33	22.73	14.50	31.94	22.86	11.86	18.58	36.33	84.30
51.12	33.39	51.06	62.36	42.20	17.71	12.25	8.57	22.72	14.55	44.20	175.27
68.11	52.73	79.56	64.22	26.72	17.86	12.72	9.12	6.51	42.71	60.85	74.78
56.65	65.39	31.62	21.36	12.74	16.38	9.59	11.69	10.48	23.53	101.00	231.35
70.81	71.65	52.95	43.72	22.19	15.33	46.52	20.92	20.68	14.25	52.23	40.46
79.54	76.38	127.80	63.85	33.81	22.04	15.39	11.51	17.04	38.72	97.95	129.15
384.96	285.71	76.58	62.17	36.93	26.17	19.47	15.02	11.96	44.06	147.08	139.27
66.09	108.73	45.22	39.53	21.72	15.35	11.31	8.39	18.25	29.79	24.62	94.04
123.70	49.73	112.07	45.47	26.37	21.28	14.87	10.92	7.93	14.16	87.95	69.07
33.50	63.62	43.52	24.14	30.18	13.67	9.77	7.02	5.02	11.47	100.13	83.75
39.13	24.50	38.86	33.52	18.28	10.62	7.29	5.07	3.53	19.44	61.54	72.95
88.69	53.73	119.46	93.61	49.73	50.89	25.46	17.15	12.23	12.28	45.86	79.11
97.66	77.17	50.76	28.86	25.48	14.08	10.03	7.26	5.22	30.95	105.82	87.70
77.89	41.98	101.66	37.46	21.34	14.66	10.70	7.83	7.08	17.29	58.56	97.36
102.29	65.52	99.68	37.41	23.17	15.67	12.19	14.58	10.38	18.30	120.80	80.48
37.51	20.37	38.88	22.98	25.65	12.36	8.76	7.09	5.12	27.20	67.57	98.52
106.53	101.53	56.82	30.11	20.30	13.95	10.58	7.68	9.96	6.00	60.84	95.46
