60.49	84.95	38.68	68.17	29.11	23.87	31.36	18.30	12.68	38.24	106.42	65.41
47.68	66.32	68.02	37.48	32.34	24.54	31.23	31.66	67.30	64.60	140.59	156.43
135.53	89.77	57.65	92.68	58.25	44.28	32.47	34.19	33.48	52.99	64.56	88.15
123.90	127.17	117.94	96.26	70.73	63.64	46.13	40.55	39.54	83.42	62.91	116.57
144.06	257.82	127.01	97.57	68.22	55.66	47.23	35.32	56.03	43.41	95.66	96.35
219.18	168.69	84.76	103.15	57.28	45.43	43.17	38.78	42.98	26.44	101.44	104.49
151.16	72.75	105.25	66.04	46.18	53.87	51.39	38.71	34.86	62.89	173.98	121.76
190.10	89.30	170.19	90.38	67.18	48.99	36.64	30.96	47.59	44.49	48.62	54.38
150.57	183.57	148.38	127.75	75.02	59.65	54.57	44.57	32.08	66.59	103.38	159.02
89.14	60.21	59.15	98.79	42.03	31.98	29.10	29.51	53.59	48.89	59.88	144.59
222.00	112.33	104.84	73.33	55.00	39.67	32.87	33.86	54.32	58.37	72.38	111.48
170.45	131.60	82.93	56.57	47.06	32.68	40.94	46.13	29.44	21.03	50.70	103.01
70.01	59.60	83.54	52.69	39.71	28.96	23.08	36.15	38.36	54.37	84.85	171.21
100.85	98.75	100.73	71.11	45.01	36.31	30.05	29.61	25.95	37.32	58.88	84.83
75.02	66.13	56.98	43.56	28.74	28.43	24.37	43.48	36.14	60.78	102.91	223.18
126.08	96.80	90.66	54.46	48.92	34.73	52.20	35.48	53.21	42.26	52.68	63.55
115.92	87.13	142.53	93.55	56.47	42.98	36.40	35.54	50.64	67.60	91.59	109.76
227.28	261.73	124.90	86.70	61.90	53.07	54.54	41.92	31.70	65.64	155.12	146.72
87.97	142.19	68.32	59.48	40.74	36.20	27.16	38.27	39.61	42.22	49.13	121.07
127.41	77.17	148.68	64.81	46.05	39.41	35.32	30.75	20.84	45.48	104.61	103.42
70.10	88.53	73.97	55.38	49.84	32.29	32.82	26.48	16.62	29.66	104.21	140.80
103.50	64.88	77.68	50.57	38.67	28.00	32.69	25.40	24.88	26.38	110.56	73.19
107.05	65.80	162.30	80.52	71.53	47.26	37.20	38.08	31.85	33.68	38.02	93.29
79.86	107.21	64.43	45.24	39.17	33.14	29.39	32.35	18.52	47.25	112.49	117.05
98.28	88.26	116.22	57.73	42.21	33.74	30.77	25.72	32.05	45.42	90.22	110.35
112.66	119.75	118.87	64.00	46.12	32.52	36.00	37.23	41.69	29.03	110.06	93.71
71.57	38.62	43.47	27.98	31.72	25.43	24.75	28.92	29.53	39.61	97.07	96.88
98.44	101.71	71.94	44.57	36.45	24.72	24.74	23.57	14.42	10.08	28.16	92.94
