Domingos Petro
1/1/1956	0
2/1/1956	0
3/1/1956	0
4/1/1956	0
5/1/1956	17
6/1/1956	1,4
7/1/1956	12
8/1/1956	4
9/1/1956	20
10/1/1956	0
11/1/1956	0
12/1/1956	20
13/1/1956	4
14/1/1956	4
15/1/1956	0
16/1/1956	45
17/1/1956	2
18/1/1956	0
19/1/1956	0
20/1/1956	7
21/1/1956	2,4
22/1/1956	2
23/1/1956	3
24/1/1956	0
25/1/1956	0
26/1/1956	42,4
27/1/1956	1
28/1/1956	1,8
29/1/1956	0
30/1/1956	4
31/1/1956	0
1/2/1956	7
2/2/1956	3,2
3/2/1956	0
4/2/1956	0
5/2/1956	0
6/2/1956	2,2
7/2/1956	22
8/2/1956	10
9/2/1956	1
10/2/1956	0
11/2/1956	20
12/2/1956	6
13/2/1956	6
14/2/1956	0
15/2/1956	0
16/2/1956	0
17/2/1956	0
18/2/1956	0
19/2/1956	0
20/2/1956	0
21/2/1956	0
22/2/1956	21,4
23/2/1956	2
24/2/1956	0
25/2/1956	1,8
26/2/1956	6
27/2/1956	8
28/2/1956	0
29/2/1956	6
1/3/1956	5,4
2/3/1956	0
3/3/1956	0
4/3/1956	0
5/3/1956	0
6/3/1956	0
7/3/1956	0
8/3/1956	0
9/3/1956	0
10/3/1956	0
11/3/1956	0
12/3/1956	0
13/3/1956	0
14/3/1956	13,4
15/3/1956	0
16/3/1956	0
17/3/1956	14,4
18/3/1956	0
19/3/1956	0
20/3/1956	3,6
21/3/1956	0
22/3/1956	0
23/3/1956	0
24/3/1956	6
25/3/1956	0
26/3/1956	12,2
27/3/1956	5
28/3/1956	0
29/3/1956	0
30/3/1956	0
31/3/1956	8
1/4/1956	6,4
2/4/1956	0
3/4/1956	12,4
4/4/1956	28,5
5/4/1956	2
6/4/1956	0
7/4/1956	2
8/4/1956	2,3
9/4/1956	0
10/4/1956	1
11/4/1956	5
12/4/1956	0
13/4/1956	0
14/4/1956	0
15/4/1956	0
16/4/1956	0
17/4/1956	6
18/4/1956	5
19/4/1956	8
20/4/1956	6
21/4/1956	3
22/4/1956	0
23/4/1956	0
24/4/1956	2,4
25/4/1956	0
26/4/1956	0
27/4/1956	0
28/4/1956	0
29/4/1956	0
30/4/1956	0
1/5/1956	2
2/5/1956	0
3/5/1956	0
4/5/1956	1
5/5/1956	1,6
6/5/1956	0
7/5/1956	0
8/5/1956	1,1
9/5/1956	0
10/5/1956	0
11/5/1956	0
12/5/1956	0
13/5/1956	0
14/5/1956	0
15/5/1956	0
16/5/1956	0
17/5/1956	0
18/5/1956	0
19/5/1956	0
20/5/1956	0
21/5/1956	0
22/5/1956	0
23/5/1956	0
24/5/1956	0
25/5/1956	0
26/5/1956	0
27/5/1956	0
28/5/1956	0
29/5/1956	0
30/5/1956	0
31/5/1956	5,3
1/6/1956	2,4
2/6/1956	21,6
3/6/1956	8
4/6/1956	6,2
5/6/1956	2
6/6/1956	0
7/6/1956	0
8/6/1956	0
9/6/1956	0
10/6/1956	1
11/6/1956	0
12/6/1956	0
13/6/1956	0
14/6/1956	0
15/6/1956	0
16/6/1956	0
17/6/1956	0
18/6/1956	6
19/6/1956	0
20/6/1956	0
21/6/1956	0
22/6/1956	0
23/6/1956	0
24/6/1956	2,4
25/6/1956	0
26/6/1956	0
27/6/1956	0
28/6/1956	0
29/6/1956	0
30/6/1956	0
1/7/1956	0
2/7/1956	2
3/7/1956	4
4/7/1956	0
5/7/1956	0
6/7/1956	2,6
7/7/1956	0
8/7/1956	0
9/7/1956	0
10/7/1956	0
11/7/1956	0
12/7/1956	0
13/7/1956	0
14/7/1956	0
15/7/1956	0
16/7/1956	0
17/7/1956	1,7
18/7/1956	17,8
19/7/1956	0
20/7/1956	0
21/7/1956	0
22/7/1956	0
23/7/1956	0
24/7/1956	0
25/7/1956	0
26/7/1956	0
27/7/1956	0
28/7/1956	13,8
29/7/1956	0
30/7/1956	0
31/7/1956	0
1/8/1956	0
2/8/1956	25,6
3/8/1956	0
4/8/1956	0
5/8/1956	0
6/8/1956	0
7/8/1956	0
8/8/1956	0
9/8/1956	0
10/8/1956	2
11/8/1956	0
12/8/1956	0
13/8/1956	0
14/8/1956	0
15/8/1956	0
16/8/1956	5,5
17/8/1956	5,4
18/8/1956	16
19/8/1956	20,3
20/8/1956	0
21/8/1956	0
22/8/1956	0
23/8/1956	0
24/8/1956	0
25/8/1956	0
26/8/1956	0
27/8/1956	0
28/8/1956	0
29/8/1956	0
30/8/1956	0
31/8/1956	3,2
1/9/1956	0
2/9/1956	2,1
3/9/1956	0
4/9/1956	0
5/9/1956	30,4
6/9/1956	0
7/9/1956	2
8/9/1956	0
9/9/1956	0
10/9/1956	0
11/9/1956	0
12/9/1956	0
13/9/1956	9
14/9/1956	5
15/9/1956	20,2
16/9/1956	0
17/9/1956	7
18/9/1956	0
19/9/1956	0
20/9/1956	2,8
21/9/1956	9,6
22/9/1956	32,3
23/9/1956	0
24/9/1956	0
25/9/1956	0
26/9/1956	0
27/9/1956	0
28/9/1956	0
29/9/1956	0
30/9/1956	0
1/10/1956	0
2/10/1956	5,2
3/10/1956	22,5
4/10/1956	0
5/10/1956	2,8
6/10/1956	13
7/10/1956	12,3
8/10/1956	0
9/10/1956	0
10/10/1956	0
11/10/1956	0
12/10/1956	0
13/10/1956	0
14/10/1956	0
15/10/1956	0
16/10/1956	23,5
17/10/1956	0
18/10/1956	0
19/10/1956	4
20/10/1956	42,6
21/10/1956	5
22/10/1956	6
23/10/1956	0
24/10/1956	0
25/10/1956	0
26/10/1956	0
27/10/1956	2
28/10/1956	0
29/10/1956	0
30/10/1956	0
31/10/1956	0
1/11/1956	0
2/11/1956	0
3/11/1956	4
4/11/1956	0
5/11/1956	0
6/11/1956	0
7/11/1956	0
8/11/1956	19
9/11/1956	0
10/11/1956	0
11/11/1956	0
12/11/1956	0
13/11/1956	0
14/11/1956	0
15/11/1956	0
16/11/1956	0
17/11/1956	0
18/11/1956	0
19/11/1956	0
20/11/1956	0
21/11/1956	0
22/11/1956	0
23/11/1956	0
24/11/1956	3,5
25/11/1956	0
26/11/1956	0
27/11/1956	0
28/11/1956	0
