//------------------------------------------------------------------------------
//
// Sistema de Informações Hidrológicas (Hidro)
// Versão Web 2.0
// © 2001 Agência Nacional de Energia Elétrica (ANEEL)
//
// Dia XX - status: 0 = Branco, 1 = Real, 2 = Estimado, 3 = Duvidoso, 4 = Régua Seca
//
// Restrições da consulta:
//   Código da estação: 37080000
//   Ano: 1900 até 2000
//
//------------------------------------------------------------------------------

//Código;Ano;Mês;Dia 01 (m3/s);Dia 02 (m3/s);Dia 03 (m3/s);Dia 04 (m3/s);Dia 05 (m3/s);Dia 06 (m3/s);Dia 07 (m3/s);Dia 08 (m3/s);Dia 09 (m3/s);Dia 10 (m3/s);Dia 11 (m3/s);Dia 12 (m3/s);Dia 13 (m3/s);Dia 14 (m3/s);Dia 15 (m3/s);Dia 16 (m3/s);Dia 17 (m3/s);Dia 18 (m3/s);Dia 19 (m3/s);Dia 20 (m3/s);Dia 21 (m3/s);Dia 22 (m3/s);Dia 23 (m3/s);Dia 24 (m3/s);Dia 25 (m3/s);Dia 26 (m3/s);Dia 27 (m3/s);Dia 28 (m3/s);Dia 29 (m3/s);Dia 30 (m3/s);Dia 31 (m3/s);Dia 01 (m3/s) - status;Dia 02 (m3/s) - status;Dia 03 (m3/s) - status;Dia 04 (m3/s) - status;Dia 05 (m3/s) - status;Dia 06 (m3/s) - status;Dia 07 (m3/s) - status;Dia 08 (m3/s) - status;Dia 09 (m3/s) - status;Dia 10 (m3/s) - status;Dia 11 (m3/s) - status;Dia 12 (m3/s) - status;Dia 13 (m3/s) - status;Dia 14 (m3/s) - status;Dia 15 (m3/s) - status;Dia 16 (m3/s) - status;Dia 17 (m3/s) - status;Dia 18 (m3/s) - status;Dia 19 (m3/s) - status;Dia 20 (m3/s) - status;Dia 21 (m3/s) - status;Dia 22 (m3/s) - status;Dia 23 (m3/s) - status;Dia 24 (m3/s) - status;Dia 25 (m3/s) - status;Dia 26 (m3/s) - status;Dia 27 (m3/s) - status;Dia 28 (m3/s) - status;Dia 29 (m3/s) - status;Dia 30 (m3/s) - status;Dia 31 (m3/s) - status;
37080000;1970;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
37080000;1970;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
37080000;1970;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
37080000;1970;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
37080000;1970;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
37080000;1970;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
37080000;1971;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
37080000;1971;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-;-;-;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;
37080000;1971;3;2,59;0;0;0;0;0;0;2,42;0,227;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10,3;5,43;4,44;8,35;6,37;6,39;4,08;5,9;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
37080000;1971;4;4,23;2,79;7,44;2,65;1,7;3,38;36;49,5;33;34,3;46,5;27,1;23,7;23,9;22,9;28;20,4;13,4;8,62;6,07;6,04;8,64;5,47;21,2;15,8;19,9;16,4;21,1;57;45,4;-;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
37080000;1971;5;35,4;25,5;14,8;12,4;8,93;6,55;5,74;4,29;4;4;9,72;5,67;5,28;4,3;3,33;2,8;6,16;3,28;2,4;1,93;1,61;1,27;1,27;1,27;1,07;1,07;0,948;1,93;1,93;3,01;2,4;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
37080000;1971;6;5,88;4,24;3,95;6,69;7,29;8,94;5,87;4,47;4;3,89;3,17;12,3;8,46;7,65;6,62;5,21;4,59;4;3,44;2,9;2,52;1,93;1,93;1,93;1,93;1,84;1,48;1,48;1,48;1,48;-;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
37080000;1971;7;1,48;1,48;1,48;1,4;1,27;1,27;1,27;1,07;1,07;0,87;0,681;0,681;0,681;0,26;0,159;0,159;0,159;1,24;3,66;2,4;1,61;1,57;0,87;0,681;3,18;2,07;1,48;1,07;1,07;1,07;0,87;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
37080000;1971;8;0,681;0,681;0,5;0,326;0,326;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
37080000;1971;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
37080000;1971;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
37080000;1971;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
37080000;1971;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
37080000;1972;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
37080000;1972;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-;-;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;
37080000;1972;3;0,029;0,378;3,85;18;9,26;13;13,4;8,78;6,49;4,59;3,06;2,02;1,4;1,07;0,87;0,5;0,395;0,159;1,03;10,5;7,26;2,76;4,9;3,44;2,65;2,11;2,26;1,15;1,68;0,572;0,326;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
37080000;1972;4;0,159;1,35;0,87;2,12;1,7;0,989;0,87;0,681;0,5;0,326;0,096;0;0;0;0;0;0;0;0;0,738;48,3;49,8;146;242;162;142;166;159;119;93,8;-;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
37080000;1972;5;139;196;181;113;71,7;50,5;39,7;32,2;27,1;22,2;18,7;15,7;13,8;11,8;10,4;9,17;8;7,12;6,41;5,87;5,41;4,78;4,59;4,29;4,59;4;3,44;3,17;2,9;2,4;4,17;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
37080000;1972;6;5,61;4,71;4,59;4,53;4,97;4,9;4,12;3,89;3,44;3,17;4;3,27;2,9;2,8;2,4;2,16;2,11;1,93;1,93;1,7;1,48;2,83;4,84;11;9,11;5,81;4;3,33;2,9;2,4;-;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
37080000;1972;7;2,4;2,16;1,93;1,7;1,7;1,57;1,48;1,48;1,48;1,27;1,35;3,66;2,16;1,7;1,48;1,48;1,27;1,27;1,27;1,07;1,07;0,87;0,87;0,796;0,681;0,718;0,5;0,5;0,5;0,5;0,5;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
37080000;1972;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
37080000;1972;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
37080000;1972;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
37080000;1972;11;0,193;0,193;0,193;0,193;0,193;0,193;0,193;0,193;0,193;0,193;0,193;0,193;0,193;0,193;0,193;0,193;0,193;0,193;0,193;0,193;0,193;0,193;0,193;0,193;0,193;0,193;0,193;0,193;0,193;0,193;-;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
37080000;1972;12;0,193;0,193;0,193;0,193;0,193;0,193;0,193;0,193;0,193;0,193;0,193;0,193;0,193;0,193;0,193;0,193;0,193;0,193;0,193;0,193;0,193;0,193;0,193;0,193;0,193;0,193;0,193;0,193;0,193;0,193;0,193;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
37080000;1973;1;0,473;0,473;0,473;0,473;0,473;0,473;0,473;0,473;0,473;0,473;0,473;0,473;0,473;0,473;0,473;0,473;0,473;0,473;0,473;0,473;0,473;0,473;0,473;0,473;0,473;0,473;0,473;0,473;0,473;0,473;0,473;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
37080000;1973;2;0,473;0,473;0,473;0,473;0,473;0,473;0,473;0,473;0,473;0,473;0,473;0,473;0,473;0,473;0,473;0,473;0,473;0,473;0,473;0,473;0,473;0,473;0,473;0,473;0,473;0,473;0,473;0,473;-;-;-;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;
37080000;1973;3;0,473;0,473;0,67;0,867;0,67;0,67;0,67;0,67;0,67;0,67;0,67;0,67;0,67;0,67;0,67;1,46;0,867;2,05;2,05;2,25;1,85;1,85;2,05;4,82;2,25;2,05;5,8;5,45;5,45;2,54;18,2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
37080000;1973;4;7,9;5,1;3,11;3,96;3,68;2,54;3,96;17,3;66,8;137;137;111;102;74;50,5;55;57;49,8;51,1;49,2;40,4;35,1;32,9;27,8;22,5;22,5;28,9;100;134;150;-;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
37080000;1973;5;213;276;342;351;254;129;80;59,1;46,2;38,5;48;52,4;68,9;69,6;57;45,5;35,7;29,3;24,3;20,5;17,8;15,1;13;10,6;11;13,8;16;18,2;16;14,2;12,6;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
37080000;1973;6;29,8;20,5;17,3;37,4;44,3;42,6;33,5;26,2;25,2;20,5;16,9;15,6;17,8;14,2;16;13,8;11,8;22,3;17,8;13,4;11,4;9,11;7,73;7,04;9,8;20;16,4;13,8;12,2;10,2;-;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
37080000;1973;7;9,46;8,76;8,76;7,73;6,35;9,46;8,76;7,04;6,35;4,93;4,08;3,51;2,91;3,11;3,11;6,07;3,79;3,51;3,11;3,11;2,91;2,71;2,51;2,3;2,3;2,1;1,9;39,1;18,2;13;9,46;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
37080000;1973;8;7,39;6,07;5,21;4,36;3,79;3,31;3,51;3,51;3,11;2,71;2,3;2,1;1,9;1,7;1,7;1,5;1,5;1,38;1,27;1,27;1,15;1,04;0,92;0,92;0,688;0,572;0,456;0,34;0,34;0,34;-;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
37080000;1973;9;0,34;0,34;0,34;0,34;0,34;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0,456;0,34;-;0,572;-;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;
37080000;1973;10;0,34;0,34;0,34;0,572;0,804;0,804;0,688;0,688;0,688;0,688;0,688;0,688;-;-;-;0,804;0,804;0,804;0,804;0,804;0,804;0,804;0,804;0,804;0,804;0,804;0,804;0,804;0,804;0,804;0,804;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
37080000;1973;11;0,804;0,804;0,804;0,804;0,688;0,688;0,688;0,688;0,688;0,688;0,688;0,688;0,688;0,688;0,688;0,688;0,688;0,688;0,688;0,688;0,688;0,688;0,688;0,688;0,688;0,688;0,572;0,572;0,572;0,572;-;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
37080000;1973;12;0,572;0,572;0,572;0,572;0,572;0,572;0,572;0,572;0,572;0,572;0,572;0,572;0,572;0,572;0,572;0,572;0,572;0,572;0,572;0,572;0,572;0,572;0,572;0,572;0,572;0,572;0,572;0,572;0,572;0,572;0,572;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
37080000;1974;1;0,572;0,572;0,572;0,572;0,572;0,572;0,572;0,572;0,572;0,572;0,572;0,572;0,572;0,572;0,572;0,572;0,572;0,572;0,572;0,572;0,572;0,572;0,572;0,572;0,572;0,572;43,7;44,9;42,6;50,5;47,4;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
37080000;1974;2;40,8;34,6;30,3;39,1;61,2;69,6;63,3;59,1;49,9;42;33,5;27,7;27,7;27,2;26,7;28,2;31,9;29,3;26,2;40,8;61,2;87,6;71;58,4;53,7;57,7;83,7;77;-;-;-;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;
37080000;1974;3;75,5;76,2;77,7;71;67,5;55;46,2;43,7;52,4;54,4;53,1;45,5;67,5;107;146;133;117;83;95,6;93,2;98,8;163;193;361;506;697;562;443;322;222;158;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
37080000;1974;4;117;94;107;116;175;282;344;404;489;489;468;411;315;329;455;506;487;452;484;518;669;833;683;550;489;614;949;786;641;550;-;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
37080000;1974;5;432;331;359;287;215;172;140;167;144;124;140;157;178;239;277;225;142;110;94;82,2;72,5;64;57,7;52,4;59,8;53,7;47,4;43,1;40,2;49,3;87,6;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
37080000;1974;6;118;110;94,8;78,5;64,7;53,7;45,5;39,1;34,1;31,4;27,2;23,8;20,5;18,2;16,9;15,1;13,8;13,4;12,6;15,6;12,6;12,2;14,2;13,4;12,2;11,8;10,6;10,2;9,46;8,76;-;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
37080000;1974;7;8,42;8,42;7,73;7,39;6,35;6,07;6,07;6,7;9,8;9,8;9,8;9,46;8,76;8,08;7,39;7,04;7,73;10,6;14,2;12,6;11;9,8;8,76;7,73;7,04;6,35;5,5;5,21;4,65;4,36;3,79;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
37080000;1974;8;3,51;3,31;3,11;2,91;2,71;2,51;2,3;2,1;1,9;1,5;1,38;1,38;1,38;1,27;1,15;1,15;1,15;1,04;1,04;0,92;0,92;0,92;0,804;0,804;0,804;0,572;0,572;0,572;0,456;0,456;0,34;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
37080000;1974;9;0,34;0,34;0,34;0,92;1,5;1,5;1,5;1,38;1,38;1,38;1,38;1,38;1,38;1,38;1,38;1,38;1,38;1,38;1,38;1,38;1,38;1,38;1,38;1,38;1,38;1,38;1,38;1,38;1,38;1,38;-;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
37080000;1974;10;1,38;1,38;1,38;1,38;1,38;1,38;1,38;1,38;1,38;1,38;1,38;1,38;1,38;1,38;1,38;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
37080000;1974;11;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;-;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
37080000;1974;12;1,9;1,9;1,9;1,9;1,9;1,9;4,36;2,71;2,1;1,9;1,9;1,9;1,9;1,5;1,5;1,5;1,5;1,5;1,5;1,5;1,5;1,5;1,5;1,5;1,5;1,5;1,5;1,5;1,5;1,5;1,5;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
37080000;1975;1;1,5;1,5;1,5;1,5;1,5;1,5;1,5;1,5;1,5;1,5;1,5;1,5;1,5;1,5;1,5;1,5;1,5;1,5;1,5;1,5;1,5;1,5;1,5;1,5;1,5;1,5;1,5;1,5;1,5;1,5;1,5;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
37080000;1975;2;1,5;1,38;1,38;1,38;1,38;1,38;1,38;1,38;1,38;1,38;1,38;1,38;1,38;1,38;1,38;1,38;1,38;1,38;2,91;4,93;3,51;2,91;2,71;2,3;2,3;3,31;3,51;8,08;-;-;-;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;
37080000;1975;3;7,04;10,2;11;7,04;6,7;9,8;62,6;87,6;59,8;42,6;53,1;70,3;98,8;59,1;56,3;46,2;40,8;34,6;30,9;25,2;25,2;20,5;16,9;14,7;14,2;17,8;21;16,9;14,2;12,2;11,8;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
37080000;1975;4;11;9,8;8,42;7,39;9,8;9,46;7,73;6,35;13,4;7,73;7,73;6,35;5,78;6,07;4,93;4,93;3,51;3,51;4,36;3,51;3,31;3,11;10,2;30,3;55;43,7;67,5;67,5;51,8;39,1;-;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
37080000;1975;5;29,3;31,9;113;160;248;786;726;466;287;168;92;82,2;63,8;56,1;54,4;47,1;41,6;56,1;89,7;157;229;299;233;118;116;105;81,5;66,9;57,8;50,5;43,8;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
37080000;1975;6;38,9;37,8;37,8;49,4;50,5;50,5;49,4;43,8;38,3;34,8;30,3;26,4;24,1;29,3;26;22,8;20,6;18,4;19,2;18,4;19,7;16,7;18,4;15,4;13,8;13,4;14,2;15,4;13,8;12,2;-;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
37080000;1975;7;14,6;13;30,8;17,5;18;21,4;23,2;27,8;23,7;21;19,7;19,2;22,8;20,1;18,8;18;21;23,2;29,8;29,8;25;21;18;15;13;11,4;9,46;8,32;7,18;6,1;5,4;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
37080000;1975;8;4,7;4;3,65;3,05;2,79;2,79;2,54;2,28;2,03;2,03;2,03;1,52;1,27;1,01;0,76;0,704;0,704;0,648;0,592;0,536;0,536;0,536;0,48;0,48;0,48;0,48;0,48;0,48;0,48;0,48;0,48;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
37080000;1975;9;0,48;0,48;0,48;0,48;0,48;0,48;0,48;0,48;0,48;0,48;0,48;0,48;0,48;0,48;0,48;0,48;0,48;0,48;0,48;0,48;0,48;0,48;0,48;0,48;0,48;0,48;0,48;0,48;0,48;0,48;-;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
37080000;1975;10;0,48;0,48;0,48;0,48;0,48;0,48;0,48;0,48;0,48;0,48;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
37080000;1975;11;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;-;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
37080000;1975;12;0,2;0,2;0,2;10,6;0,48;6,8;0,368;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
37080000;1976;1;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
37080000;1976;2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,48;3,3;2,18;2,18;1,05;0,525;0,525;0,525;0,525;0,525;0,525;0,525;0,525;1,05;2,85;1,05;0,525;0,525;0,525;0,525;-;-;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;
37080000;1976;3;0,525;0,525;0,525;1,05;10,8;11,6;17,8;17;77,2;125;166;138;158;98,7;62,8;45,1;55;59,9;50,2;42;31,8;26,4;40,8;44,5;27,4;21,4;17,8;15,7;24,8;34,1;61,3;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
37080000;1976;4;85,2;106;104;78,9;78;106;86,1;63,6;48,9;38,9;29;31,8;35,9;32,9;30;31,8;42;40,2;56,4;59,2;56,4;78,9;70,8;54,3;43,9;34,7;29;22,4;19,1;15,7;-;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
37080000;1976;5;13,7;11,6;9,5;9,5;7,4;7,4;5,35;5,35;3,3;3,3;2,18;2,18;2,18;1,05;1,05;1,05;1,05;0,84;0,63;0,63;0,525;0,315;1,95;1,28;0,84;0,735;0,63;0,42;2,4;1,95;0,945;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
37080000;1976;6;0,735;0,63;0,63;0,63;0,63;0,42;0,42;0,42;2,85;1,05;0,84;0,63;0,525;0,525;0,525;0,525;0,525;0,525;0,42;0,42;0,42;0,42;0,42;0,42;0,42;0,21;0,21;0,21;0,21;0,21;-;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
37080000;1976;7;0,21;0,21;0,21;0,21;0,21;0,21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
37080000;1976;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
37080000;1976;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
