 WARNING:  PROBLEM IS POORLY SCALED.  THE UNITS
 OF THE ROWS AND VARIABLES SHOULD BE CHANGED SO
 THE COEFFICIENTS COVER A MUCH SMALLER RANGE.


 LP OPTIMUM FOUND AT STEP   3232
 OBJECTIVE VALUE =  0.120200781E+10

 FIX ALL VARS.(    4)  WITH RC >  0.000000E+00
 SET   VI1200 TO >=     1 AT    1, BND= -0.1518E+10 TWIN=-0.1202E+10  18669

 NEW INTEGER SOLUTION OF   0.151842291E+10 AT BRANCH      1 PIVOT   18669
 BOUND ON OPTIMUM: 0.1202008E+10
 FLIP   VI1200 TO <=         0 AT    1 WITH BND=  -0.12020431E+10
 DELETE   VI1000 AT LEVEL     2
 DELETE   VI1200 AT LEVEL     1
 RELEASE FIXED VARIABLES
 ENUMERATION COMPLETE. BRANCHES=     2 PIVOTS=   45151

 LAST INTEGER SOLUTION IS THE BEST FOUND
 RE-INSTALLING BEST SOLUTION...

        OBJECTIVE FUNCTION VALUE

       FO)     0.1518423E+10

  VARIABLE        VALUE          REDUCED COST
    DM0757  12960000.000000          0.000000
    QJ0757         0.000000          0.000000
    QM0957 143814784.000000          0.000000
    RT0857  12960000.000000          0.000000
    DM0957  10368000.000000          0.000000
    QJ0957 149335744.000000          0.000000
    QM0457 250343088.000000          0.000000
    RT0357  12960000.000000          0.000000
    RT0257  12960000.000000          0.000000
    SF0457  68555040.000000          0.000000
    SI0457 642720000.000000          0.000000
    PR0457      3958.000000          0.000000
    EV0457   2859360.250000          0.000000
    DM0457  12960000.000000          0.000000
    QJ0457 842466432.000000          0.000000
    QM1057 155556544.000000          0.000000
    RT0957   6220800.000000          0.000000
    SF1057         0.000000          0.000000
    SI1057         0.000000          0.000000
    PR1057         0.000000          0.000000
    EV1057         0.000000          0.000000
    DM1057  12960000.000000          0.000000
    QJ1057 163747264.000000          0.000000
    QM0557 855426432.000000          0.000000
    RT0457  12960000.000000          0.000000
    SF0557         0.000000          0.000000
    SI0557         0.000000          0.000000
    PR0557         0.000000          0.000000
    EV0557         0.000000          0.000000
    DM0557  12960000.000000          0.000000
    QJ0557 861336192.000000          0.000000
    QM1157 ****************          0.000000
    RT0757  12960000.000000          0.000000
    RT1057  12960000.000000          0.000000
    RT0557  12960000.000000          0.000000
    DM1157  12960000.000000          0.000000
    QJ1157 ****************          0.000000
    QM1357 ****************          0.000000
    RT1257  12960000.000000          0.000000
    RT1157  12960000.000000          0.000000
    DM1357  12960000.000000          0.000000
    QJ1357 ****************          0.000000
    QM1757 ****************          0.000000
    RT1657  12960000.000000          0.000000
    RT1357  12960000.000000          0.000000
    SF1757         0.000000          0.000000
    SI1757         0.000000          0.000000
    PR1757         0.000000          0.000000
    EV1757         0.000000          0.000000
    DM1757  12960000.000000          0.000000
    QJ1757 ****************          0.000000
    QM1857 ****************          0.000000
    RT1757  12960000.000000          0.000000
    DM1857 ****************          0.000000
    QJ1857         0.000000          0.000000
    QM1558         0.000000          0.000000
    DM1558  13392000.000000          0.000000
    QJ1558  51532416.000000          0.000000
    QM1458         0.000000          0.000000
    DM1458         0.000000          0.000000
    QJ1458  41033088.000000          0.000000
    QM0858         0.000000          0.000000
    SF0858  88953832.000000          0.000000
    SI0858         0.000000          0.000000
    PR0858     11037.000000          0.000000
    EV0858    462199.125000          0.000000
    DM0858  13392000.000000          0.000000
    QJ0858         0.000000          0.000000
    QM0158         0.000000          0.000000
    DM0158         0.000000          0.000000
    QJ0158  24105600.000000          0.000000
    QM0658         0.000000          0.000000
    DM0658         0.000000          0.000000
    QJ0658  18320256.000000          0.000000
    QM0358         0.000000          0.000000
    DM0358         0.000000          0.000000
    QJ0358  83512512.000000          0.000000
    QM1258         0.000000          0.000000
    SF1258 ****************          0.000000
    SI1258 ****************          0.000000
    PR1258       323.000000          0.000000
    EV1258  14029510.000000          0.000000
    DM1258  13392000.000000          0.000000
    QJ1258         0.000000          0.000000
    QM1658 119349504.000000          0.000000
    RT1558  13392000.000000          0.000000
    RT1458  13392000.000000          0.000000
    SF1658         0.000000          0.000000
    SI1658 ****************          0.000000
    PR1658       129.000000          0.000000
    EV1658   7985460.000000          0.000000
    DM1658  13392000.000000          0.000000
    QJ1658 ****************          0.000000
    QM0258  24105600.000000          0.000000
    RT0158         0.000000          0.000000
    SF0258         0.000000          0.000000
    SI0258         0.000000          0.000000
    PR0258      5653.000000          0.000000
    EV0258     15960.000000          0.000000
    DM0258  13392000.000000          0.000000
    QJ0258  43754748.000000          0.000000
    QM0758  18320256.000000          0.000000
    RT0658         0.000000          0.000000
    SF0758 314514656.000000          0.000000
    SI0758 305243200.000000          0.000000
    PR0758      6812.000000          0.000000
    EV0758   2493541.500000          0.000000
    DM0758  13392000.000000          0.000000
    QJ0758         0.000000          0.000000
    QM0958  13392000.000000          0.000000
    RT0858  13392000.000000          0.000000
    DM0958  10713600.000000          0.000000
    QJ0958  16418592.000000          0.000000
    QM0458 140659264.000000          0.000000
    RT0358         0.000000          0.000000
    RT0258  13392000.000000          0.000000
    SF0458 221758128.000000          0.000000
    SI0458  68555040.000000          0.000000
    PR0458      3332.000000          0.000000
    EV0458   1467525.875000          0.000000
    DM0458  13392000.000000          0.000000
    QJ0458         0.000000          0.000000
    QM1058  22846752.000000          0.000000
    RT0958   6428160.000000          0.000000
    SF1058         0.000000          0.000000
    SI1058         0.000000          0.000000
    PR1058         0.000000          0.000000
    EV1058         0.000000          0.000000
    DM1058  13392000.000000          0.000000
    QJ1058  58308768.000000          0.000000
    QM0558  13392000.000000          0.000000
    RT0458  13392000.000000          0.000000
    SF0558         0.000000          0.000000
    SI0558         0.000000          0.000000
    PR0558         0.000000          0.000000
    EV0558         0.000000          0.000000
    DM0558  13392000.000000          0.000000
    QJ0558  14034816.000000          0.000000
    QM1158 112519584.000000          0.000000
    RT0758  13392000.000000          0.000000
    RT1058  13392000.000000          0.000000
    RT0558  13392000.000000          0.000000
    DM1158  13392000.000000          0.000000
    QJ1158 125536608.000000          0.000000
    QM1358 152320608.000000          0.000000
    RT1258  13392000.000000          0.000000
    RT1158  13392000.000000          0.000000
    DM1358  13392000.000000          0.000000
    QJ1358 176694048.000000          0.000000
    QM1758 ****************          0.000000
    RT1658  13392000.000000          0.000000
    RT1358  13392000.000000          0.000000
    SF1758         0.000000          0.000000
    SI1758         0.000000          0.000000
    PR1758         0.000000          0.000000
    EV1758         0.000000          0.000000
    DM1758  13392000.000000          0.000000
    QJ1758 ****************          0.000000
    QM1858 ****************          0.000000
    RT1758  13392000.000000          0.000000
    DM1858 ****************          0.000000
    QJ1858 706435264.000000          0.000000
    QM1559         0.000000          0.000000
    DM1559  12960000.000000          0.000000
    QJ1559 295539840.000000          0.000000
    QM1459         0.000000          0.000000
    DM1459  12960000.000000          0.000000
    QJ1459 109071360.000000          0.000000
    QM0859         0.000000          0.000000
    SF0859 100000000.000000          0.000000
    SI0859  88953832.000000          0.000000
    PR0859     11579.000000          0.000000
    EV0859    960649.125000          0.000000
    DM0859  12960000.000000          0.000000
    QJ0859  85438040.000000          0.000000
    QM0159         0.000000          0.000000
    DM0159         0.000000          0.000000
    QJ0159  75712320.000000          0.000000
    QM0659         0.000000          0.000000
    DM0659         0.000000          0.000000
    QJ0659  26853120.000000          0.000000
    QM0359         0.000000          0.000000
    DM0359  12960000.000000          0.000000
    QJ0359 222186240.000000          0.000000
    QM1259         0.000000          0.000000
    SF1259 ****************          0.000000
    SI1259 ****************          0.000000
    PR1259     17904.000000          0.000000
    EV1259  11461166.000000          0.000000
    DM1259  12960000.000000          0.000000
    QJ1259         0.000000          0.000000
    QM1659 404611200.000000          0.000000
    RT1559         0.000000          0.000000
    RT1459         0.000000          0.000000
    SF1659 461018208.000000          0.000000
    SI1659         0.000000          0.000000
    PR1659     23571.000000          0.000000
    EV1659   1858793.000000          0.000000
    DM1659  12960000.000000          0.000000
    QJ1659         0.000000          0.000000
    QM0259  75712320.000000          0.000000
    RT0159         0.000000          0.000000
    SF0259         0.000000          0.000000
    SI0259         0.000000          0.000000
    PR0259     24984.000000          0.000000
    EV0259     14720.000000          0.000000
    DM0259  12960000.000000          0.000000
    QJ0259 144125472.000000          0.000000
    QM0759  39813120.000000          0.000000
    RT0659  12960000.000000          0.000000
    SF0759 350621568.000000          0.000000
    SI0759 314514656.000000          0.000000
    PR0759     23824.000000          0.000000
    EV0759   3341201.000000          0.000000
    DM0759  12960000.000000          0.000000
    QJ0759         0.000000          0.000000
    QM0959  98398040.000000          0.000000
    RT0859  12960000.000000          0.000000
    DM0959  10368000.000000          0.000000
    QJ0959 182249232.000000          0.000000
    QM0459 392231712.000000          0.000000
    RT0359  12960000.000000          0.000000
    RT0259  12960000.000000          0.000000
    SF0459 437803168.000000          0.000000
    SI0459 221758128.000000          0.000000
    PR0459     20886.000000          0.000000
    EV0459   2652965.250000          0.000000
    DM0459  12960000.000000          0.000000
    QJ0459 226561008.000000          0.000000
    QM1059 188470032.000000          0.000000
    RT0959   6220800.000000          0.000000
    SF1059         0.000000          0.000000
    SI1059         0.000000          0.000000
    PR1059         0.000000          0.000000
    EV1059         0.000000          0.000000
    DM1059  12960000.000000          0.000000
    QJ1059 310345888.000000          0.000000
    QM0559 239521008.000000          0.000000
    RT0459  12960000.000000          0.000000
    SF0559         0.000000          0.000000
    SI0559         0.000000          0.000000
    PR0559         0.000000          0.000000
    EV0559         0.000000          0.000000
    DM0559  12960000.000000          0.000000
    QJ0559 272361632.000000          0.000000
    QM1159 621587520.000000          0.000000
    RT0759  12960000.000000          0.000000
    RT1059  12960000.000000          0.000000
    RT0559  12960000.000000          0.000000
    DM1159  12960000.000000          0.000000
    QJ1159 793696320.000000          0.000000
    QM1359 819616320.000000          0.000000
    RT1259  12960000.000000          0.000000
    RT1159  12960000.000000          0.000000
    DM1359  12960000.000000          0.000000
    QJ1359 925914240.000000          0.000000
    QM1759 951834240.000000          0.000000
    RT1659  12960000.000000          0.000000
    RT1359  12960000.000000          0.000000
    SF1759         0.000000          0.000000
    SI1759         0.000000          0.000000
    PR1759         0.000000          0.000000
    EV1759         0.000000          0.000000
    DM1759  12960000.000000          0.000000
    QJ1759 ****************          0.000000
    QM1859 ****************          0.000000
    RT1759  12960000.000000          0.000000
    DM1859 ****************          0.000000
    QJ1859         0.000000          0.000000
    QM1560         0.000000          0.000000
    DM1560         0.000000          0.000000
    QJ1560 316452960.000000          0.000000
    QM1460         0.000000          0.000000
    DM1460         0.000000          0.000000
    QJ1460 178756416.000000          0.000000
    QM0860         0.000000          0.000000
    SF0860 100000000.000000          0.000000
    SI0860 100000000.000000          0.000000
    PR0860     19003.000000          0.000000
    EV0860   1016070.000000          0.000000
    DM0860  13392000.000000          0.000000
    QJ0860 151832432.000000          0.000000
    QM0160         0.000000          0.000000
    DM0160         0.000000          0.000000
    QJ0160  81289440.000000          0.000000
    QM0660         0.000000          0.000000
    DM0660         0.000000          0.000000
    QJ0660  32301504.000000          0.000000
    QM0360         0.000000          0.000000
    DM0360         0.000000          0.000000
    QJ0360 436498848.000000          0.000000
    QM1260         0.000000          0.000000
    SF1260 ****************          0.000000
    SI1260 ****************          0.000000
    PR1260      3429.000000          0.000000
    EV1260  14859167.000000          0.000000
    DM1260  13392000.000000          0.000000
    QJ1260         0.000000          0.000000
    QM1660 521993376.000000          0.000000
    RT1560  13392000.000000          0.000000
    RT1460  13392000.000000          0.000000
    SF1660 ****************          0.000000
    SI1660 461018208.000000          0.000000
    PR1660      2774.000000          0.000000
    EV1660   7444213.000000          0.000000
    DM1660  13392000.000000          0.000000
    QJ1660         0.000000          0.000000
    QM0260  94681440.000000          0.000000
    RT0160  13392000.000000          0.000000
    SF0260 190250736.000000          0.000000
    SI0260         0.000000          0.000000
    PR0260     33727.000000          0.000000
    EV0260    967183.625000          0.000000
    DM0260  13392000.000000          0.000000
    QJ0260         0.000000          0.000000
    QM0760  45693504.000000          0.000000
    RT0660  13392000.000000          0.000000
    SF0760 395596800.000000          0.000000
    SI0760 350621568.000000          0.000000
    PR0760     31461.000000          0.000000
    EV0760   2999613.750000          0.000000
    DM0760  13392000.000000          0.000000
    QJ0760         0.000000          0.000000
    QM0960 165224432.000000          0.000000
    RT0860  13392000.000000          0.000000
    DM0960  10713600.000000          0.000000
    QJ0960 243353360.000000          0.000000
    QM0460 463282848.000000          0.000000
    RT0360  13392000.000000          0.000000
    RT0260  13392000.000000          0.000000
    SF0460         0.000000          0.000000
    SI0460 437803168.000000          0.000000
    PR0460      4884.000000          0.000000
    EV0460   2204945.750000          0.000000
    DM0460  13392000.000000          0.000000
    QJ0460 977470208.000000          0.000000
    QM1060 249781520.000000          0.000000
    RT0960   6428160.000000          0.000000
    SF1060         0.000000          0.000000
    SI1060         0.000000          0.000000
    PR1060         0.000000          0.000000
    EV1060         0.000000          0.000000
    DM1060  13392000.000000          0.000000
    QJ1060 401378976.000000          0.000000
    QM0560 990862208.000000          0.000000
    RT0460  13392000.000000          0.000000
    SF0560         0.000000          0.000000
    SI0560         0.000000          0.000000
    PR0560         0.000000          0.000000
    EV0560         0.000000          0.000000
    DM0560  13392000.000000          0.000000
    QJ0560 ****************          0.000000
    QM1160 ****************          0.000000
    RT0760  13392000.000000          0.000000
    RT1060  13392000.000000          0.000000
    RT0560  13392000.000000          0.000000
    DM1160  13392000.000000          0.000000
    QJ1160 ****************          0.000000
    QM1360 ****************          0.000000
    RT1260  13392000.000000          0.000000
    RT1160  13392000.000000          0.000000
    DM1360  13392000.000000          0.000000
    QJ1360 ****************          0.000000
    QM1760 ****************          0.000000
    RT1660  13392000.000000          0.000000
    RT1360  13392000.000000          0.000000
    SF1760         0.000000          0.000000
    SI1760         0.000000          0.000000
    PR1760         0.000000          0.000000
    EV1760         0.000000          0.000000
    DM1760  13392000.000000          0.000000
    QJ1760 ****************          0.000000
    QM1860 ****************          0.000000
    RT1760  13392000.000000          0.000000
    DM1860 ****************          0.000000
    QJ1860 824420352.000000          0.000000
    QM1561         0.000000          0.000000
    DM1561         0.000000          0.000000
    QJ1561 ****************          0.000000
    QM1461         0.000000          0.000000
    DM1461  13392000.000000          0.000000
    QJ1461 672814080.000000          0.000000
    QM0861         0.000000          0.000000
    SF0861         0.000000          0.000000
    SI0861 100000000.000000          0.000000
    PR0861     43402.000000          0.000000
    EV0861    516460.000000          0.000000
    DM0861  13392000.000000          0.000000
    QJ0861 530936832.000000          0.000000
    QM0161         0.000000          0.000000
    DM0161         0.000000          0.000000
    QJ0161 102663072.000000          0.000000
    QM0661         0.000000          0.000000
    DM0661         0.000000          0.000000
    QJ0661  85548096.000000          0.000000
    QM0361         0.000000          0.000000
    DM0361         0.000000          0.000000
    QJ0361 ****************          0.000000
    QM1261         0.000000          0.000000
    SF1261 ****************          0.000000
    SI1261 ****************          0.000000
    PR1261     40379.000000          0.000000
    EV1261  15753971.000000          0.000000
    DM1261  13392000.000000          0.000000
    QJ1261         0.000000          0.000000
    QM1661 ****************          0.000000
    RT1561  13392000.000000          0.000000
    RT1461         0.000000          0.000000
    SF1661         0.000000          0.000000
    SI1661 ****************          0.000000
    PR1661     47474.000000          0.000000
    EV1661   5139652.000000          0.000000
    DM1661  13392000.000000          0.000000
    QJ1661 ****************          0.000000
    QM0261 102663072.000000          0.000000
    RT0161         0.000000          0.000000
    SF0261 423446304.000000          0.000000
    SI0261 190250736.000000          0.000000
    PR0261     45620.000000          0.000000
    EV0261   3084945.000000          0.000000
    DM0261  13392000.000000          0.000000
    QJ0261         0.000000          0.000000
    QM0761  98940096.000000          0.000000
    RT0661  13392000.000000          0.000000
    SF0761 530231968.000000          0.000000
    SI0761 395596800.000000          0.000000
    PR0761      3133.000000          0.000000
    EV0761   4644753.500000          0.000000
    DM0761  13392000.000000          0.000000
    QJ0761         0.000000          0.000000
    QM0961 544328832.000000          0.000000
    RT0861  13392000.000000          0.000000
    DM0961  10713600.000000          0.000000
    QJ0961 712371648.000000          0.000000
    QM0461 ****************          0.000000
    RT0361  13392000.000000          0.000000
    RT0261  13392000.000000          0.000000
    SF0461         0.000000          0.000000
    SI0461         0.000000          0.000000
    PR0461      7831.000000          0.000000
    EV0461     16460.000000          0.000000
    DM0461  13392000.000000          0.000000
    QJ0461 ****************          0.000000
    QM1061 718799808.000000          0.000000
    RT0961   6428160.000000          0.000000
    SF1061         0.000000          0.000000
    SI1061         0.000000          0.000000
    PR1061         0.000000          0.000000
    EV1061         0.000000          0.000000
    DM1061  13392000.000000          0.000000
    QJ1061 ****************          0.000000
    QM0561 ****************          0.000000
    RT0461  13392000.000000          0.000000
    SF0561         0.000000          0.000000
    SI0561         0.000000          0.000000
    PR0561         0.000000          0.000000
    EV0561         0.000000          0.000000
    DM0561  13392000.000000          0.000000
    QJ0561 ****************          0.000000
    QM1161 ****************          0.000000
    RT0761  13392000.000000          0.000000
    RT1061  13392000.000000          0.000000
    RT0561  13392000.000000          0.000000
    DM1161  13392000.000000          0.000000
    QJ1161 ****************          0.000000
    QM1361 ****************          0.000000
    RT1261  13392000.000000          0.000000
    RT1161  13392000.000000          0.000000
    DM1361  13392000.000000          0.000000
    QJ1361 ****************          0.000000
    QM1761 ****************          0.000000
    RT1661  13392000.000000          0.000000
    RT1361  13392000.000000          0.000000
    SF1761         0.000000          0.000000
    SI1761         0.000000          0.000000
    PR1761         0.000000          0.000000
    EV1761         0.000000          0.000000
    DM1761  13392000.000000          0.000000
    QJ1761 ****************          0.000000
    QM1861 ****************          0.000000
    RT1761  13392000.000000          0.000000
    DM1861 ****************          0.000000
    QJ1861 ****************          0.000000
    QM1562         0.000000          0.000000
    DM1562  12528000.000000          0.000000
    QJ1562 515702592.000000          0.000000
    QM1462         0.000000          0.000000
    DM1462  12528000.000000          0.000000
    QJ1462 368523648.000000          0.000000
    QM0862         0.000000          0.000000
    SF0862 100000000.000000          0.000000
    SI0862         0.000000          0.000000
    PR0862     16045.000000          0.000000
    EV0862    414800.031250          0.000000
    DM0862  12528000.000000          0.000000
    QJ0862 232921216.000000          0.000000
    QM0162         0.000000          0.000000
    DM0162  12528000.000000          0.000000
    QJ0162 159857280.000000          0.000000
    QM0662         0.000000          0.000000
    DM0662         0.000000          0.000000
    QJ0662  78575616.000000          0.000000
    QM0362         0.000000          0.000000
    DM0362  12528000.000000          0.000000
    QJ0362 ****************          0.000000
    QM1262         0.000000          0.000000
    SF1262 ****************          0.000000
    SI1262 ****************          0.000000
    PR1262     22899.000000          0.000000
    EV1262  13706920.000000          0.000000
    DM1262  12528000.000000          0.000000
    QJ1262         0.000000          0.000000
    QM1662 896754240.000000          0.000000
    RT1562         0.000000          0.000000
    RT1462  12528000.000000          0.000000
    SF1662 995637504.000000          0.000000
    SI1662         0.000000          0.000000
    PR1662     25426.000000          0.000000
    EV1662   3997020.250000          0.000000
    DM1662  12528000.000000          0.000000
    QJ1662         0.000000          0.000000
    QM0262 159857280.000000          0.000000
    RT0162         0.000000          0.000000
    SF0262 660000000.000000          0.000000
    SI0262 423446304.000000          0.000000
    PR0262     27655.000000          0.000000
    EV0262   4348255.500000          0.000000
    DM0262  12528000.000000          0.000000
    QJ0262 118904792.000000          0.000000
    QM0762  91103616.000000          0.000000
    RT0662  12528000.000000          0.000000
    SF0762 638371584.000000          0.000000
    SI0762 530231968.000000          0.000000
    PR0762     25838.000000          0.000000
    EV0762   4688324.500000          0.000000
    DM0762  12528000.000000          0.000000
    QJ0762         0.000000          0.000000
    QM0962 245449216.000000          0.000000
    RT0862  12528000.000000          0.000000
    DM0962  10022400.000000          0.000000
    QJ0962 376592320.000000          0.000000
    QM0462 ****************          0.000000
    RT0362         0.000000          0.000000
    RT0262  12528000.000000          0.000000
    SF0462 ****************          0.000000
    SI0462         0.000000          0.000000
    PR0462     21529.000000          0.000000
    EV0462   5567602.500000          0.000000
    DM0462  12528000.000000          0.000000
    QJ0462         0.000000          0.000000
    QM1062 382605760.000000          0.000000
    RT0962   6013440.000000          0.000000
    SF1062         0.000000          0.000000
    SI1062         0.000000          0.000000
    PR1062         0.000000          0.000000
    EV1062         0.000000          0.000000
    DM1062  12528000.000000          0.000000
    QJ1062 765611776.000000          0.000000
    QM0562  12528000.000000          0.000000
    RT0462  12528000.000000          0.000000
    SF0562         0.000000          0.000000
    SI0562         0.000000          0.000000
    PR0562         0.000000          0.000000
    EV0562         0.000000          0.000000
    DM0562  12528000.000000          0.000000
    QJ0562 129614688.000000          0.000000
    QM1162 932810432.000000          0.000000
    RT0762  12528000.000000          0.000000
    RT1062  12528000.000000          0.000000
    RT0562  12528000.000000          0.000000
    DM1162  12528000.000000          0.000000
    QJ1162 ****************          0.000000
    QM1362 ****************          0.000000
    RT1262  12528000.000000          0.000000
    RT1162  12528000.000000          0.000000
    DM1362  12528000.000000          0.000000
    QJ1362 ****************          0.000000
    QM1762 ****************          0.000000
    RT1662  12528000.000000          0.000000
    RT1362  12528000.000000          0.000000
    SF1762         0.000000          0.000000
    SI1762         0.000000          0.000000
    PR1762         0.000000          0.000000
    EV1762         0.000000          0.000000
    DM1762  12528000.000000          0.000000
    QJ1762 ****************          0.000000
    QM1862 ****************          0.000000
    RT1762  12528000.000000          0.000000
    DM1862 ****************          0.000000
    QJ1862 858469312.000000          0.000000
    QM1563         0.000000          0.000000
    DM1563         0.000000          0.000000
    QJ1563  97333056.000000          0.000000
    QM1463         0.000000          0.000000
    DM1463  13392000.000000          0.000000
    QJ1463  50728896.000000          0.000000
    QM0863         0.000000          0.000000
    SF0863 100000000.000000          0.000000
    SI0863 100000000.000000          0.000000
    PR0863     20220.000000          0.000000
    EV0863   1015970.000000          0.000000
    DM0863  13392000.000000          0.000000
    QJ0863 375426592.000000          0.000000
    QM0163         0.000000          0.000000
    DM0163  13392000.000000          0.000000
    QJ0163  45693504.000000          0.000000
    QM0663         0.000000          0.000000
    DM0663         0.000000          0.000000
    QJ0663  61067520.000000          0.000000
    QM0363         0.000000          0.000000
    DM0363  13392000.000000          0.000000
    QJ0363 343129824.000000          0.000000
    QM1263         0.000000          0.000000
    SF1263 ****************          0.000000
    SI1263 ****************          0.000000
    PR1263       123.000000          0.000000
    EV1263  14684081.000000          0.000000
    DM1263  13392000.000000          0.000000
    QJ1263         0.000000          0.000000
    QM1663 161453952.000000          0.000000
    RT1563         0.000000          0.000000
    RT1463  13392000.000000          0.000000
    SF1663         0.000000          0.000000
    SI1663 995637504.000000          0.000000
    PR1663       601.000000          0.000000
    EV1663   3997150.250000          0.000000
    DM1663  13392000.000000          0.000000
    QJ1663 ****************          0.000000
    QM0263  45693504.000000          0.000000
    RT0163         0.000000          0.000000
    SF0263 660000000.000000          0.000000
    SI0263 660000000.000000          0.000000
    PR0263      6408.000000          0.000000
    EV0263   5294600.500000          0.000000
    DM0263  13392000.000000          0.000000
    QJ0263  98821216.000000          0.000000
    QM0763  74459520.000000          0.000000
    RT0663  13392000.000000          0.000000
    SF0763 718558784.000000          0.000000
    SI0763 638371584.000000          0.000000
    PR0763       624.000000          0.000000
    EV0763   5441901.500000          0.000000
    DM0763  13392000.000000          0.000000
    QJ0763         0.000000          0.000000
    QM0963 388818592.000000          0.000000
    RT0863  13392000.000000          0.000000
    DM0963  10713600.000000          0.000000
    QJ0963 427575040.000000          0.000000
    QM0463 455343040.000000          0.000000
    RT0363         0.000000          0.000000
    RT0263  13392000.000000          0.000000
    SF0463 ****************          0.000000
    SI0463 ****************          0.000000
    PR0463      2874.000000          0.000000
    EV0463  11487733.000000          0.000000
    DM0463  13392000.000000          0.000000
    QJ0463 424190240.000000          0.000000
    QM1063 434003200.000000          0.000000
    RT0963   6428160.000000          0.000000
    SF1063         0.000000          0.000000
    SI1063         0.000000          0.000000
    PR1063         0.000000          0.000000
    EV1063         0.000000          0.000000
    DM1063  13392000.000000          0.000000
    QJ1063 590662784.000000          0.000000
    QM0563 437582240.000000          0.000000
    RT0463  13392000.000000          0.000000
    SF0563         0.000000          0.000000
    SI0563         0.000000          0.000000
    PR0563         0.000000          0.000000
    EV0563         0.000000          0.000000
    DM0563  13392000.000000          0.000000
    QJ0563 517612832.000000          0.000000
    QM1163 ****************          0.000000
    RT0763  13392000.000000          0.000000
    RT1063  13392000.000000          0.000000
    RT0563  13392000.000000          0.000000
    DM1163  13392000.000000          0.000000
    QJ1163 ****************          0.000000
    QM1363 ****************          0.000000
    RT1263  13392000.000000          0.000000
    RT1163  13392000.000000          0.000000
    DM1363  13392000.000000          0.000000
    QJ1363 ****************          0.000000
    QM1763 ****************          0.000000
    RT1663  13392000.000000          0.000000
    RT1363  13392000.000000          0.000000
    SF1763         0.000000          0.000000
    SI1763         0.000000          0.000000
    PR1763         0.000000          0.000000
    EV1763         0.000000          0.000000
    DM1763  13392000.000000          0.000000
    QJ1763 ****************          0.000000
    QM1863 ****************          0.000000
    RT1763  13392000.000000          0.000000
    DM1863 ****************          0.000000
    QJ1863 ****************          0.000000
    QM1564         0.000000          0.000000
    DM1564  12960000.000000          0.000000
    QJ1564 175789440.000000          0.000000
    QM1464         0.000000          0.000000
    DM1464  12960000.000000          0.000000
    QJ1464 128304000.000000          0.000000
    QM0864         0.000000          0.000000
    SF0864   8626851.000000          0.000000
    SI0864 100000000.000000          0.000000
    PR0864     30784.000000          0.000000
    EV0864    447537.437500          0.000000
    DM0864  12960000.000000          0.000000
    QJ0864 545748736.000000          0.000000
    QM0164         0.000000          0.000000
    DM0164  12960000.000000          0.000000
    QJ0164  43804800.000000          0.000000
    QM0664         0.000000          0.000000
    DM0664         0.000000          0.000000
    QJ0664  67988160.000000          0.000000
    QM0364         0.000000          0.000000
    DM0364  12960000.000000          0.000000
    QJ0364 468141120.000000          0.000000
    QM1264         0.000000          0.000000
    SF1264 ****************          0.000000
    SI1264 ****************          0.000000
    PR1264     14147.000000          0.000000
    EV1264  15405839.000000          0.000000
    DM1264  12960000.000000          0.000000
    QJ1264         0.000000          0.000000
    QM1664 330013440.000000          0.000000
    RT1564  12960000.000000          0.000000
    RT1464  12960000.000000          0.000000
    SF1664 382399680.000000          0.000000
    SI1664         0.000000          0.000000
    PR1664     14301.000000          0.000000
    EV1664   1541658.750000          0.000000
    DM1664  12960000.000000          0.000000
    QJ1664         0.000000          0.000000
    QM0264  43804800.000000          0.000000
    RT0164         0.000000          0.000000
    SF0264 660000000.000000          0.000000
    SI0264 660000000.000000          0.000000
    PR0264     13622.000000          0.000000
    EV0264   5292060.500000          0.000000
    DM0264  12960000.000000          0.000000
    QJ0264 107343960.000000          0.000000
    QM0764  80948160.000000          0.000000
    RT0664  12960000.000000          0.000000
    SF0764 811566464.000000          0.000000
    SI0764 718558784.000000          0.000000
    PR0764     22043.000000          0.000000
    EV0764   6132401.500000          0.000000
    DM0764  12960000.000000          0.000000
    QJ0764         0.000000          0.000000
    QM0964 558708736.000000          0.000000
    RT0864  12960000.000000          0.000000
    DM0964  10368000.000000          0.000000
    QJ0964 620346496.000000          0.000000
    QM0464 588445056.000000          0.000000
    RT0364         0.000000          0.000000
    RT0264  12960000.000000          0.000000
    SF0464 ****************          0.000000
    SI0464 ****************          0.000000
    PR0464     18264.000000          0.000000
    EV0464  11852061.000000          0.000000
    DM0464  12960000.000000          0.000000
    QJ0464 668730944.000000          0.000000
    QM1064 626567296.000000          0.000000
    RT0964   6220800.000000          0.000000
    SF1064         0.000000          0.000000
    SI1064         0.000000          0.000000
    PR1064         0.000000          0.000000
    EV1064         0.000000          0.000000
    DM1064  12960000.000000          0.000000
    QJ1064 802615936.000000          0.000000
    QM0564 681690944.000000          0.000000
    RT0464  12960000.000000          0.000000
    SF0564         0.000000          0.000000
    SI0564         0.000000          0.000000
    PR0564         0.000000          0.000000
    EV0564         0.000000          0.000000
    DM0564  12960000.000000          0.000000
    QJ0564 770700224.000000          0.000000
    QM1164 ****************          0.000000
    RT0764  12960000.000000          0.000000
