 WARNING:  PROBLEM IS POORLY SCALED.  THE UNITS
 OF THE ROWS AND VARIABLES SHOULD BE CHANGED SO
 THE COEFFICIENTS COVER A MUCH SMALLER RANGE.


 LP OPTIMUM FOUND AT STEP   3232
 OBJECTIVE VALUE =  0.120200781E+10

 FIX ALL VARS.(    4)  WITH RC >  0.000000E+00
 SET   VI1200 TO >=     1 AT    1, BND= -0.1518E+10 TWIN=-0.1202E+10  18669

 NEW INTEGER SOLUTION OF   0.151842291E+10 AT BRANCH      1 PIVOT   18669
 BOUND ON OPTIMUM: 0.1202008E+10
 FLIP   VI1200 TO <=         0 AT    1 WITH BND=  -0.12020431E+10
 DELETE   VI1000 AT LEVEL     2
 DELETE   VI1200 AT LEVEL     1
 RELEASE FIXED VARIABLES
 ENUMERATION COMPLETE. BRANCHES=     2 PIVOTS=   45151

 LAST INTEGER SOLUTION IS THE BEST FOUND
 RE-INSTALLING BEST SOLUTION...

        OBJECTIVE FUNCTION VALUE

       FO)     0.1518423E+10

  VARIABLE        VALUE          REDUCED COST
 DMD12111)         0.000000          0.000000
 DMD16111)         0.000000          0.000000
 DMD02111)         0.000000          0.000000
 DMD07111)         0.000000          0.000000
 DMD09111)         0.000000          0.000000
 DMD04111)         0.000000          0.000000
 DMD10111)         0.000000          0.000000
 DMD05111)         0.000000          0.000000
 DMD11111)         0.000000          0.000000
 DMD13111)         0.000000          0.000000
 DMD17111)         0.000000          0.000000
 DMD18111)         0.000000          0.000000
 DMD15112)         0.000000          0.000000
 DMD14112)  12960000.000000          0.000000
 DMD08112)         0.000000          0.000000
 DMD01112)  12960000.000000          0.000000
 DMD06112)         0.000000          0.000000
 DMD03112)         0.000000          0.000000
 DMD12112)         0.000000          0.000000
 DMD16112)         0.000000          0.000000
 DMD02112)         0.000000          0.000000
 DMD07112)         0.000000          0.000000
 DMD09112)         0.000000          0.000000
 DMD04112)         0.000000          0.000000
 DMD10112)         0.000000          0.000000
 DMD05112)         0.000000          0.000000
 DMD11112)         0.000000          0.000000
 DMD13112)         0.000000          0.000000
 DMD17112)         0.000000          0.000000
 DMD18112)         0.000000          0.000000
 DMD15113)  13392000.000000          0.000000
 DMD14113)         0.000000          0.000000
 DMD08113)         0.000000          0.000000
 DMD01113)  13392000.000000          0.000000
 DMD06113)  13392000.000000          0.000000
 DMD03113)  13392000.000000          0.000000
 DMD12113)         0.000000          0.000000
 DMD16113)         0.000000          0.000000
 DMD02113)         0.000000          0.000000
 DMD07113)         0.000000          0.000000
 DMD09113)         0.000000          0.000000
 DMD04113)         0.000000          0.000000
 DMD10113)         0.000000          0.000000
 DMD05113)         0.000000          0.000000
 DMD11113)         0.000000          0.000000
 DMD13113)         0.000000          0.000000
 DMD17113)         0.000000          0.000000
 DMD18113)         0.000000          0.000000
 DMD15114)  12960000.000000          0.000000
 DMD14114)  12960000.000000          0.000000
 DMD08114)         0.000000          0.000000
 DMD01114)  12960000.000000          0.000000
 DMD06114)  12960000.000000          0.000000
 DMD03114)  12960000.000000          0.000000
 DMD12114)         0.000000          0.000000
 DMD16114)         0.000000          0.000000
 DMD02114)         0.000000          0.000000
 DMD07114)         0.000000          0.000000
 DMD09114)         0.000000          0.000000
 DMD04114)         0.000000          0.000000
 DMD10114)         0.000000          0.000000
 DMD05114)         0.000000          0.000000
 DMD11114)         0.000000          0.000000
 DMD13114)         0.000000          0.000000
 DMD17114)         0.000000          0.000000
 DMD18114)         0.000000          0.000000
 DMD15115)  13392000.000000          0.000000
 DMD14115)         0.000000          0.000000
 DMD08115)         0.000000          0.000000
 DMD01115)  13392000.000000          0.000000
 DMD06115)  13392000.000000          0.000000
 DMD03115)         0.000000          0.000000
 DMD12115)         0.000000          0.000000
 DMD16115)         0.000000          0.000000
 DMD02115)         0.000000          0.000000
 DMD07115)         0.000000          0.000000
 DMD09115)         0.000000          0.000000
 DMD04115)         0.000000          0.000000
 DMD10115)         0.000000          0.000000
 DMD05115)         0.000000          0.000000
 DMD11115)         0.000000          0.000000
 DMD13115)         0.000000          0.000000
 DMD17115)         0.000000          0.000000
 DMD18115)         0.000000          0.000000
 DMD15116)         0.000000          0.000000
 DMD14116)         0.000000          0.000000
 DMD08116)         0.000000          0.000000
 DMD01116)  13392000.000000          0.000000
 DMD06116)  13392000.000000          0.000000
 DMD03116)  13392000.000000          0.000000
 DMD12116)         0.000000          0.000000
 DMD16116)         0.000000          0.000000
 DMD02116)         0.000000          0.000000
 DMD07116)         0.000000          0.000000
 DMD09116)         0.000000          0.000000
 DMD04116)         0.000000          0.000000
 DMD10116)         0.000000          0.000000
 DMD05116)         0.000000          0.000000
 DMD11116)         0.000000          0.000000
 DMD13116)         0.000000          0.000000
 DMD17116)         0.000000          0.000000
 DMD18116)         0.000000          0.000000
 DMD15117)  12960000.000000          0.000000
 DMD14117)  12960000.000000          0.000000
 DMD08117)         0.000000          0.000000
 DMD01117)  12960000.000000          0.000000
 DMD06117)  12960000.000000          0.000000
 DMD03117)  12960000.000000          0.000000
 DMD12117)         0.000000          0.000000
 DMD16117)         0.000000          0.000000
 DMD02117)         0.000000          0.000000
 DMD07117)         0.000000          0.000000
 DMD09117)         0.000000          0.000000
 DMD04117)         0.000000          0.000000
 DMD10117)         0.000000          0.000000
 DMD05117)         0.000000          0.000000
 DMD11117)         0.000000          0.000000
 DMD13117)         0.000000          0.000000
 DMD17117)         0.000000          0.000000
 DMD18117)         0.000000          0.000000
 DMD15118)  13392000.000000          0.000000
 DMD14118)  13392000.000000          0.000000
 DMD08118)         0.000000          0.000000
 DMD01118)         0.000000          0.000000
 DMD06118)  13392000.000000          0.000000
 DMD03118)  13392000.000000          0.000000
 DMD12118)         0.000000          0.000000
 DMD16118)         0.000000          0.000000
 DMD02118)         0.000000          0.000000
 DMD07118)         0.000000          0.000000
 DMD09118)         0.000000          0.000000
 DMD04118)         0.000000          0.000000
 DMD10118)         0.000000          0.000000
 DMD05118)         0.000000          0.000000
 DMD11118)         0.000000          0.000000
 DMD13118)         0.000000          0.000000
 DMD17118)         0.000000          0.000000
 DMD18118)         0.000000          0.000000
 DMD15119)  12960000.000000          0.000000
 DMD14119)  12960000.000000          0.000000
 DMD08119)         0.000000          0.000000
 DMD01119)         0.000000          0.000000
 DMD06119)  12960000.000000          0.000000
 DMD03119)  12960000.000000          0.000000
 DMD12119)         0.000000          0.000000
 DMD16119)         0.000000          0.000000
 DMD02119)         0.000000          0.000000
 DMD07119)         0.000000          0.000000
 DMD09119)         0.000000          0.000000
 DMD04119)         0.000000          0.000000
 DMD10119)         0.000000          0.000000
 DMD05119)         0.000000          0.000000
 DMD11119)         0.000000          0.000000
 DMD13119)         0.000000          0.000000
 DMD17119)         0.000000          0.000000
 DMD18119)         0.000000          0.000000
 DMD15120)         0.000000          0.000000
 DMD14120)  13392000.000000          0.000000
 DMD08120)         0.000000          0.000000
 DMD01120)  13392000.000000          0.000000
 DMD06120)  13392000.000000          0.000000
 DMD03120)  13392000.000000          0.000000
 DMD12120)         0.000000          0.000000
 DMD16120)         0.000000          0.000000
 DMD02120)         0.000000          0.000000
 DMD07120)         0.000000          0.000000
 DMD09120)         0.000000          0.000000
 DMD04120)         0.000000          0.000000
 DMD10120)         0.000000          0.000000
 DMD05120)         0.000000          0.000000
 DMD11120)         0.000000          0.000000
 DMD13120)         0.000000          0.000000
 DMD17120)         0.000000          0.000000
 DMD18120)         0.000000          0.000000
   RTN151)         0.000000          0.000000
   RTN141)         0.000000          0.000000
   RTN081)         0.000000          0.000000
   RTN011)         0.000000          0.000000
   RTN061)   4441016.000000          0.000000
   RTN031)         0.000000          0.000000
   RTN121)         0.000000          0.000000
   RTN161)         0.000000          0.000000
   RTN021)         0.000000          0.000000
   RTN071)         0.000000          0.000000
   RTN091)         0.000000          0.000000
   RTN041)         0.000000          0.000000
   RTN101)         0.000000          0.000000
   RTN051)         0.000000          0.000000
   RTN111)         0.000000          0.000000
   RTN131)         0.000000          0.000000
   RTN171)         0.000000          0.000000
   RTN152)         0.000000          0.000000
   RTN142)         0.000000          0.000000
   RTN082)         0.000000          0.000000
   RTN012)         0.000000          0.000000
   RTN062)         0.000000          0.000000
   RTN032)         0.000000          0.000000
   RTN122)         0.000000          0.000000
   RTN162)         0.000000          0.000000
   RTN022)         0.000000          0.000000
   RTN072)         0.000000          0.000000
   RTN092)         0.000000          0.000000
   RTN042)         0.000000          0.000000
   RTN102)         0.000000          0.000000
   RTN052)         0.000000          0.000000
   RTN112)         0.000000          0.000000
   RTN132)         0.000000          0.000000
   RTN172)         0.000000          0.000000
   RTN153)         0.000000          0.000000
   RTN143)         0.000000          0.000000
   RTN083)         0.000000          0.000000
   RTN013)         0.000000          0.000000
   RTN063)         0.000000          0.000000
   RTN033)         0.000000          0.000000
   RTN123)         0.000000          0.000000
   RTN163)         0.000000          0.000000
   RTN023)         0.000000          0.000000
   RTN073)         0.000000          0.000000
   RTN093)         0.000000          0.000000
   RTN043)         0.000000          0.000000
   RTN103)         0.000000          0.000000
   RTN053)         0.000000          0.000000
   RTN113)         0.000000          0.000000
   RTN133)         0.000000          0.000000
   RTN173)         0.000000          0.000000
   RTN154)         0.000000          0.000000
   RTN144)         0.000000          0.000000
   RTN084)         0.000000          0.000000
   RTN014)         0.000000          0.000000
   RTN064)         0.000000          0.000000
   RTN034)         0.000000          0.000000
   RTN124)         0.000000          0.000000
   RTN164)         0.000000          0.000000
   RTN024)         0.000000          0.000000
   RTN074)         0.000000          0.000000
   RTN094)         0.000000          0.000000
   RTN044)         0.000000          0.000000
   RTN104)         0.000000          0.000000
   RTN054)         0.000000          0.000000
   RTN114)         0.000000          0.000000
   RTN134)         0.000000          0.000000
   RTN174)         0.000000          0.000000
   RTN155)         0.000000          0.000000
   RTN145)         0.000000          0.000000
   RTN085)         0.000000          0.000000
   RTN015)         0.000000          0.000000
   RTN065)         0.000000          0.000000
   RTN035)         0.000000          0.000000
   RTN125)         0.000000          0.000000
   RTN165)         0.000000          0.000000
   RTN025)         0.000000          0.000000
   RTN075)         0.000000          0.000000
   RTN095)         0.000000          0.000000
   RTN045)         0.000000          0.000000
   RTN105)         0.000000          0.000000
   RTN055)         0.000000          0.000000
   RTN115)         0.000000          0.000000
   RTN135)         0.000000          0.000000
   RTN175)         0.000000          0.000000
   RTN156)         0.000000          0.000000
   RTN146)         0.000000          0.000000
   RTN086)         0.000000          0.000000
   RTN016)         0.000000          0.000000
   RTN066)         0.000000          0.000000
   RTN036)         0.000000          0.000000
   RTN126)         0.000000          0.000000
   RTN166)         0.000000          0.000000
   RTN026)         0.000000          0.000000
   RTN076)         0.000000          0.000000
   RTN096)         0.000000          0.000000
   RTN046)         0.000000          0.000000
   RTN106)         0.000000          0.000000
   RTN056)         0.000000          0.000000
   RTN116)         0.000000          0.000000
   RTN136)         0.000000          0.000000
   RTN176)         0.000000          0.000000
   RTN157)         0.000000          0.000000
   RTN147)         0.000000          0.000000
   RTN087)         0.000000          0.000000
   RTN017)         0.000000          0.000000
   RTN067)         0.000000          0.000000
   RTN037)         0.000000          0.000000
   RTN127)         0.000000          0.000000
   RTN167)         0.000000          0.000000
   RTN027)         0.000000          0.000000
   RTN077)         0.000000          0.000000
   RTN097)         0.000000          0.000000
   RTN047)         0.000000          0.000000
   RTN107)         0.000000          0.000000
   RTN057)         0.000000          0.000000
   RTN117)         0.000000          0.000000
   RTN137)         0.000000          0.000000
   RTN177)         0.000000          0.000000
   RTN158)         0.000000          0.000000
   RTN148)         0.000000          0.000000
   RTN088)         0.000000          0.000000
   RTN018)         0.000000          0.000000
   RTN068)         0.000000          0.000000
   RTN038)         0.000000          0.000000
   RTN128)         0.000000          0.000000
   RTN168)         0.000000          0.000000
   RTN028)         0.000000          0.000000
   RTN078)         0.000000          0.000000
   RTN098)         0.000000          0.000000
   RTN048)         0.000000          0.000000
   RTN108)         0.000000          0.000000
   RTN058)         0.000000          0.000000
   RTN118)         0.000000          0.000000
   RTN138)         0.000000          0.000000
   RTN178)         0.000000          0.000000
   RTN159)         0.000000          0.000000
   RTN149)         0.000000          0.000000
   RTN089)         0.000000          0.000000
   RTN019)         0.000000          0.000000
   RTN069)         0.000000          0.000000
   RTN039)         0.000000          0.000000
   RTN129)         0.000000          0.000000
   RTN169)         0.000000          0.000000
   RTN029)         0.000000          0.000000
   RTN079)         0.000000          0.000000
   RTN099)         0.000000          0.000000
   RTN049)         0.000000          0.000000
   RTN109)         0.000000          0.000000
   RTN059)         0.000000          0.000000
   RTN119)         0.000000          0.000000
   RTN139)         0.000000          0.000000
   RTN179)         0.000000          0.000000
  RTN1510)         0.000000          0.000000
  RTN1410)         0.000000          0.000000
  RTN0810)         0.000000          0.000000
  RTN0110)         0.000000          0.000000
  RTN0610)         0.000000          0.000000
  RTN0310)         0.000000          0.000000
  RTN1210)         0.000000          0.000000
  RTN1610)         0.000000          0.000000
  RTN0210)         0.000000          0.000000
  RTN0710)         0.000000          0.000000
  RTN0910)         0.000000          0.000000
  RTN0410)         0.000000          0.000000
  RTN1010)         0.000000          0.000000
  RTN0510)         0.000000          0.000000
  RTN1110)         0.000000          0.000000
  RTN1310)         0.000000          0.000000
  RTN1710)         0.000000          0.000000
  RTN1511)         0.000000          0.000000
  RTN1411)         0.000000          0.000000
  RTN0811)         0.000000          0.000000
  RTN0111)         0.000000          0.000000
  RTN0611)         0.000000          0.000000
  RTN0311)         0.000000          0.000000
  RTN1211)         0.000000          0.000000
  RTN1611)         0.000000          0.000000
  RTN0211)         0.000000          0.000000
  RTN0711)         0.000000          0.000000
  RTN0911)         0.000000          0.000000
  RTN0411)         0.000000          0.000000
  RTN1011)         0.000000          0.000000
  RTN0511)         0.000000          0.000000
  RTN1111)         0.000000          0.000000
  RTN1311)         0.000000          0.000000
  RTN1711)         0.000000          0.000000
  RTN1512)         0.000000          0.000000
  RTN1412)         0.000000          0.000000
  RTN0812)         0.000000          0.000000
  RTN0112)         0.000000          0.000000
  RTN0612)         0.000000          0.000000
  RTN0312)         0.000000          0.000000
  RTN1212)         0.000000          0.000000
  RTN1612)         0.000000          0.000000
  RTN0212)         0.000000          0.000000
  RTN0712)         0.000000          0.000000
  RTN0912)         0.000000          0.000000
  RTN0412)         0.000000          0.000000
  RTN1012)         0.000000          0.000000
  RTN0512)         0.000000          0.000000
  RTN1112)         0.000000          0.000000
  RTN1312)         0.000000          0.000000
  RTN1712)         0.000000          0.000000
  RTN1513)         0.000000          0.000000
  RTN1413)         0.000000          0.000000
  RTN0813)         0.000000          0.000000
  RTN0113)         0.000000          0.000000
  RTN0613)         0.000000          0.000000
  RTN0313)         0.000000          0.000000
  RTN1213)         0.000000          0.000000
  RTN1613)         0.000000          0.000000
  RTN0213)         0.000000          0.000000
  RTN0713)         0.000000          0.000000
  RTN0913)         0.000000          0.000000
  RTN0413)         0.000000          0.000000
  RTN1013)         0.000000          0.000000
  RTN0513)         0.000000          0.000000
  RTN1113)         0.000000          0.000000
  RTN1313)         0.000000          0.000000
  RTN1713)         0.000000          0.000000
  RTN1514)         0.000000          0.000000
  RTN1414)         0.000000          0.000000
  RTN0814)         0.000000          0.000000
  RTN0114)  12528000.000000          0.000000
  RTN0614)  12528000.000000          0.000000
  RTN0314)         0.000000          0.000000
  RTN1214)         0.000000          0.000000
  RTN1614)         0.000000          0.000000
  RTN0214)         0.000000          0.000000
  RTN0714)         0.000000          0.000000
  RTN0914)         0.000000          0.000000
  RTN0414)         0.000000          0.000000
  RTN1014)         0.000000          0.000000
  RTN0514)         0.000000          0.000000
  RTN1114)         0.000000          0.000000
  RTN1314)         0.000000          0.000000
  RTN1714)         0.000000          0.000000
  RTN1515)  13392000.000000          0.000000
  RTN1415)         0.000000          0.000000
  RTN0815)         0.000000          0.000000
  RTN0115)         0.000000          0.000000
  RTN0615)         0.000000          0.000000
  RTN0315)         0.000000          0.000000
  RTN1215)         0.000000          0.000000
  RTN1615)         0.000000          0.000000
  RTN0215)         0.000000          0.000000
  RTN0715)         0.000000          0.000000
  RTN0915)         0.000000          0.000000
  RTN0415)         0.000000          0.000000
  RTN1015)         0.000000          0.000000
  RTN0515)         0.000000          0.000000
  RTN1115)         0.000000          0.000000
  RTN1315)         0.000000          0.000000
  RTN1715)         0.000000          0.000000
  RTN1516)         0.000000          0.000000
  RTN1416)         0.000000          0.000000
  RTN0816)         0.000000          0.000000
  RTN0116)         0.000000          0.000000
  RTN0616)         0.000000          0.000000
  RTN0316)         0.000000          0.000000
  RTN1216)         0.000000          0.000000
  RTN1616)         0.000000          0.000000
  RTN0216)         0.000000          0.000000
  RTN0716)         0.000000          0.000000
  RTN0916)         0.000000          0.000000
  RTN0416)         0.000000          0.000000
  RTN1016)         0.000000          0.000000
  RTN0516)         0.000000          0.000000
  RTN1116)         0.000000          0.000000
  RTN1316)         0.000000          0.000000
  RTN1716)         0.000000          0.000000
  RTN1517)         0.000000          0.000000
  RTN1417)         0.000000          0.000000
  RTN0817)         0.000000          0.000000
  RTN0117)         0.000000          0.000000
  RTN0617)         0.000000          0.000000
  RTN0317)         0.000000          0.000000
  RTN1217)         0.000000          0.000000
  RTN1617)         0.000000          0.000000
  RTN0217)         0.000000          0.000000
  RTN0717)         0.000000          0.000000
  RTN0917)         0.000000          0.000000
  RTN0417)         0.000000          0.000000
  RTN1017)         0.000000          0.000000
  RTN0517)         0.000000          0.000000
  RTN1117)         0.000000          0.000000
  RTN1317)         0.000000          0.000000
  RTN1717)         0.000000          0.000000
  RTN1518)         0.000000          0.000000
  RTN1418)         0.000000          0.000000
  RTN0818)         0.000000          0.000000
  RTN0118)         0.000000          0.000000
  RTN0618)         0.000000          0.000000
  RTN0318)         0.000000          0.000000
  RTN1218)         0.000000          0.000000
  RTN1618)         0.000000          0.000000
  RTN0218)         0.000000          0.000000
  RTN0718)         0.000000          0.000000
  RTN0918)         0.000000          0.000000
  RTN0418)         0.000000          0.000000
  RTN1018)         0.000000          0.000000
  RTN0518)         0.000000          0.000000
  RTN1118)         0.000000          0.000000
  RTN1318)         0.000000          0.000000
  RTN1718)         0.000000          0.000000
  RTN1519)         0.000000          0.000000
  RTN1419)         0.000000          0.000000
  RTN0819)         0.000000          0.000000
  RTN0119)         0.000000          0.000000
  RTN0619)         0.000000          0.000000
  RTN0319)         0.000000          0.000000
  RTN1219)         0.000000          0.000000
  RTN1619)         0.000000          0.000000
  RTN0219)         0.000000          0.000000
  RTN0719)         0.000000          0.000000
  RTN0919)         0.000000          0.000000
  RTN0419)         0.000000          0.000000
  RTN1019)         0.000000          0.000000
  RTN0519)         0.000000          0.000000
  RTN1119)         0.000000          0.000000
  RTN1319)         0.000000          0.000000
  RTN1719)         0.000000          0.000000
  RTN1520)         0.000000          0.000000
  RTN1420)         0.000000          0.000000
  RTN0820)         0.000000          0.000000
  RTN0120)         0.000000          0.000000
  RTN0620)         0.000000          0.000000
  RTN0320)         0.000000          0.000000
  RTN1220)         0.000000          0.000000
  RTN1620)         0.000000          0.000000
  RTN0220)         0.000000          0.000000
  RTN0720)         0.000000          0.000000
  RTN0920)         0.000000          0.000000
  RTN0420)         0.000000          0.000000
  RTN1020)         0.000000          0.000000
  RTN0520)         0.000000          0.000000
  RTN1120)         0.000000          0.000000
  RTN1320)         0.000000          0.000000
  RTN1720)         0.000000          0.000000
  RTN1521)         0.000000          0.000000
  RTN1421)         0.000000          0.000000
  RTN0821)         0.000000          0.000000
  RTN0121)         0.000000          0.000000
  RTN0621)         0.000000          0.000000
  RTN0321)         0.000000          0.000000
  RTN1221)         0.000000          0.000000
  RTN1621)         0.000000          0.000000
  RTN0221)         0.000000          0.000000
  RTN0721)         0.000000          0.000000
  RTN0921)         0.000000          0.000000
  RTN0421)         0.000000          0.000000
  RTN1021)         0.000000          0.000000
  RTN0521)         0.000000          0.000000
  RTN1121)         0.000000          0.000000
  RTN1321)         0.000000          0.000000
  RTN1721)         0.000000          0.000000
  RTN1522)         0.000000          0.000000
  RTN1422)         0.000000          0.000000
  RTN0822)         0.000000          0.000000
  RTN0122)         0.000000          0.000000
  RTN0622)         0.000000          0.000000
  RTN0322)         0.000000          0.000000
  RTN1222)         0.000000          0.000000
  RTN1622)         0.000000          0.000000
  RTN0222)         0.000000          0.000000
  RTN0722)         0.000000          0.000000
  RTN0922)         0.000000          0.000000
  RTN0422)         0.000000          0.000000
  RTN1022)         0.000000          0.000000
  RTN0522)         0.000000          0.000000
  RTN1122)         0.000000          0.000000
  RTN1322)         0.000000          0.000000
  RTN1722)         0.000000          0.000000
  RTN1523)  12960000.000000          0.000000
  RTN1423)  12960000.000000          0.000000
  RTN0823)         0.000000          0.000000
  RTN0123)         0.000000          0.000000
  RTN0623)         0.000000          0.000000
  RTN0323)         0.000000          0.000000
  RTN1223)         0.000000          0.000000
  RTN1623)         0.000000          0.000000
  RTN0223)         0.000000          0.000000
  RTN0723)         0.000000          0.000000
  RTN0923)         0.000000          0.000000
  RTN0423)         0.000000          0.000000
  RTN1023)         0.000000          0.000000
  RTN0523)         0.000000          0.000000
  RTN1123)         0.000000          0.000000
  RTN1323)         0.000000          0.000000
  RTN1723)         0.000000          0.000000
  RTN1524)         0.000000          0.000000
  RTN1424)         0.000000          0.000000
  RTN0824)         0.000000          0.000000
  RTN0124)  13392000.000000          0.000000
  RTN0624)         0.000000          0.000000
  RTN0324)         0.000000          0.000000
  RTN1224)         0.000000          0.000000
  RTN1624)         0.000000          0.000000
  RTN0224)         0.000000          0.000000
  RTN0724)         0.000000          0.000000
  RTN0924)         0.000000          0.000000
  RTN0424)         0.000000          0.000000
  RTN1024)         0.000000          0.000000
  RTN0524)         0.000000          0.000000
  RTN1124)         0.000000          0.000000
  RTN1324)         0.000000          0.000000
  RTN1724)         0.000000          0.000000
  RTN1525)  13392000.000000          0.000000
  RTN1425)         0.000000          0.000000
  RTN0825)         0.000000          0.000000
  RTN0125)  13392000.000000          0.000000
  RTN0625)         0.000000          0.000000
  RTN0325)  13392000.000000          0.000000
  RTN1225)         0.000000          0.000000
  RTN1625)         0.000000          0.000000
  RTN0225)         0.000000          0.000000
  RTN0725)         0.000000          0.000000
  RTN0925)         0.000000          0.000000
  RTN0425)         0.000000          0.000000
  RTN1025)         0.000000          0.000000
  RTN0525)         0.000000          0.000000
  RTN1125)         0.000000          0.000000
  RTN1325)         0.000000          0.000000
  RTN1725)         0.000000          0.000000
  RTN1526)  12096000.000000          0.000000
  RTN1426)  12096000.000000          0.000000
  RTN0826)         0.000000          0.000000
  RTN0126)  12096000.000000          0.000000
  RTN0626)         0.000000          0.000000
  RTN0326)  12096000.000000          0.000000
  RTN1226)         0.000000          0.000000
  RTN1626)         0.000000          0.000000
  RTN0226)         0.000000          0.000000
  RTN0726)         0.000000          0.000000
  RTN0926)         0.000000          0.000000
  RTN0426)         0.000000          0.000000
  RTN1026)         0.000000          0.000000
  RTN0526)         0.000000          0.000000
  RTN1126)         0.000000          0.000000
  RTN1326)         0.000000          0.000000
  RTN1726)         0.000000          0.000000
  RTN1527)  13392000.000000          0.000000
  RTN1427)         0.000000          0.000000
  RTN0827)         0.000000          0.000000
  RTN0127)         0.000000          0.000000
  RTN0627)         0.000000          0.000000
  RTN0327)         0.000000          0.000000
  RTN1227)         0.000000          0.000000
  RTN1627)         0.000000          0.000000
  RTN0227)         0.000000          0.000000
  RTN0727)         0.000000          0.000000
  RTN0927)         0.000000          0.000000
  RTN0427)         0.000000          0.000000
  RTN1027)         0.000000          0.000000
  RTN0527)         0.000000          0.000000
  RTN1127)         0.000000          0.000000
  RTN1327)         0.000000          0.000000
  RTN1727)         0.000000          0.000000
  RTN1528)  12960000.000000          0.000000
  RTN1428)  12960000.000000          0.000000
  RTN0828)         0.000000          0.000000
  RTN0128)  12960000.000000          0.000000
  RTN0628)         0.000000          0.000000
  RTN0328)         0.000000          0.000000
  RTN1228)         0.000000          0.000000
  RTN1628)         0.000000          0.000000
  RTN0228)         0.000000          0.000000
  RTN0728)         0.000000          0.000000
  RTN0928)         0.000000          0.000000
  RTN0428)         0.000000          0.000000
  RTN1028)         0.000000          0.000000
  RTN0528)         0.000000          0.000000
  RTN1128)         0.000000          0.000000
  RTN1328)         0.000000          0.000000
  RTN1728)         0.000000          0.000000
  RTN1529)         0.000000          0.000000
  RTN1429)         0.000000          0.000000
  RTN0829)         0.000000          0.000000
  RTN0129)         0.000000          0.000000
  RTN0629)         0.000000          0.000000
  RTN0329)         0.000000          0.000000
  RTN1229)         0.000000          0.000000
  RTN1629)         0.000000          0.000000
  RTN0229)         0.000000          0.000000
  RTN0729)         0.000000          0.000000
  RTN0929)         0.000000          0.000000
  RTN0429)         0.000000          0.000000
  RTN1029)         0.000000          0.000000
  RTN0529)         0.000000          0.000000
  RTN1129)         0.000000          0.000000
  RTN1329)         0.000000          0.000000
  RTN1729)         0.000000          0.000000
  RTN1530)         0.000000          0.000000
  RTN1430)         0.000000          0.000000
  RTN0830)         0.000000          0.000000
  RTN0130)         0.000000          0.000000
  RTN0630)         0.000000          0.000000
  RTN0330)         0.000000          0.000000
  RTN1230)         0.000000          0.000000
  RTN1630)         0.000000          0.000000
  RTN0230)         0.000000          0.000000
  RTN0730)         0.000000          0.000000
  RTN0930)         0.000000          0.000000
  RTN0430)         0.000000          0.000000
  RTN1030)         0.000000          0.000000
  RTN0530)         0.000000          0.000000
  RTN1130)         0.000000          0.000000
  RTN1330)         0.000000          0.000000
  RTN1730)         0.000000          0.000000
  RTN1531)         0.000000          0.000000
  RTN1431)         0.000000          0.000000
  RTN0831)         0.000000          0.000000
  RTN0131)         0.000000          0.000000
  RTN0631)         0.000000          0.000000
  RTN0331)         0.000000          0.000000
  RTN1231)         0.000000          0.000000
  RTN1631)         0.000000          0.000000
  RTN0231)         0.000000          0.000000
  RTN0731)         0.000000          0.000000
  RTN0931)         0.000000          0.000000
  RTN0431)         0.000000          0.000000
  RTN1031)         0.000000          0.000000
  RTN0531)         0.000000          0.000000
  RTN1131)         0.000000          0.000000
  RTN1331)         0.000000          0.000000
  RTN1731)         0.000000          0.000000
  RTN1532)         0.000000          0.000000
  RTN1432)         0.000000          0.000000
  RTN0832)         0.000000          0.000000
  RTN0132)         0.000000          0.000000
  RTN0632)         0.000000          0.000000
  RTN0332)         0.000000          0.000000
  RTN1232)         0.000000          0.000000
  RTN1632)         0.000000          0.000000
  RTN0232)         0.000000          0.000000
  RTN0732)         0.000000          0.000000
  RTN0932)         0.000000          0.000000
  RTN0432)         0.000000          0.000000
  RTN1032)         0.000000          0.000000
  RTN0532)         0.000000          0.000000
  RTN1132)         0.000000          0.000000
  RTN1332)         0.000000          0.000000
  RTN1732)         0.000000          0.000000
  RTN1533)         0.000000          0.000000
  RTN1433)         0.000000          0.000000
  RTN0833)         0.000000          0.000000
  RTN0133)         0.000000          0.000000
  RTN0633)         0.000000          0.000000
  RTN0333)         0.000000          0.000000
  RTN1233)         0.000000          0.000000
  RTN1633)         0.000000          0.000000
  RTN0233)         0.000000          0.000000
  RTN0733)         0.000000          0.000000
  RTN0933)         0.000000          0.000000
  RTN0433)         0.000000          0.000000
  RTN1033)         0.000000          0.000000
  RTN0533)         0.000000          0.000000
  RTN1133)         0.000000          0.000000
  RTN1333)         0.000000          0.000000
  RTN1733)         0.000000          0.000000
  RTN1534)  13392000.000000          0.000000
  RTN1434)  13392000.000000          0.000000
  RTN0834)         0.000000          0.000000
  RTN0134)         0.000000          0.000000
  RTN0634)         0.000000          0.000000
  RTN0334)         0.000000          0.000000
  RTN1234)         0.000000          0.000000
  RTN1634)         0.000000          0.000000
  RTN0234)         0.000000          0.000000
  RTN0734)         0.000000          0.000000
  RTN0934)         0.000000          0.000000
  RTN0434)         0.000000          0.000000
  RTN1034)         0.000000          0.000000
  RTN0534)         0.000000          0.000000
  RTN1134)         0.000000          0.000000
