 WARNING:  PROBLEM IS POORLY SCALED.  THE UNITS
 OF THE ROWS AND VARIABLES SHOULD BE CHANGED SO
 THE COEFFICIENTS COVER A MUCH SMALLER RANGE.


 LP OPTIMUM FOUND AT STEP   2000
 OBJECTIVE VALUE =  0.000000000E+00


 NEW INTEGER SOLUTION OF   0.000000000E+00 AT BRANCH      0 PIVOT    2000
 BOUND ON OPTIMUM: 0.0000000E+00
 ENUMERATION COMPLETE. BRANCHES=     0 PIVOTS=    2000

 LAST INTEGER SOLUTION IS THE BEST FOUND
 RE-INSTALLING BEST SOLUTION...

        OBJECTIVE FUNCTION VALUE

       FO)     0.0000000E+00

  VARIABLE        VALUE          REDUCED COST
    SF0563         0.000000          0.000000
    SI0563         0.000000          0.000000
    PR0563         0.000000          0.000000
    EV0563         0.000000          0.000000
    DM0563  13392000.000000          0.000000
    QJ0563 626102784.000000          0.000000
    QM1163 ****************          0.000000
    RT0763  13392000.000000          0.000000
    RT1063  13392000.000000          0.000000
    RT0563  13392000.000000          0.000000
    DM1163  13392000.000000          0.000000
    QJ1163 ****************          0.000000
    QM1363 ****************          0.000000
    RT1263  13392000.000000          0.000000
    RT1163  13392000.000000          0.000000
    DM1363  13392000.000000          0.000000
    QJ1363 ****************          0.000000
    QM1763 ****************          0.000000
    RT1663  13392000.000000          0.000000
    RT1363  13392000.000000          0.000000
    SF1763         0.000000          0.000000
    SI1763         0.000000          0.000000
    PR1763         0.000000          0.000000
    EV1763         0.000000          0.000000
    DM1763  13392000.000000          0.000000
    QJ1763 ****************          0.000000
    QM1863 ****************          0.000000
    RT1763  13392000.000000          0.000000
    DM1863  13392000.000000          0.000000
    QJ1863 ****************          0.000000
    QM0664         0.000000          0.000000
    DM0664  12960000.000000          0.000000
    QJ0664  55028160.000000          0.000000
    QM0364         0.000000          0.000000
    DM0364  12960000.000000          0.000000
    QJ0364 468141120.000000          0.000000
    QM1264         0.000000          0.000000
    SF1264         0.000000          0.000000
    SI1264         0.000000          0.000000
    PR1264         0.000000          0.000000
    EV1264         0.000000          0.000000
    DM1264  12960000.000000          0.000000
    QJ1264 104094720.000000          0.000000
    QM0164         0.000000          0.000000
    DM0164  12960000.000000          0.000000
    QJ0164  43804800.000000          0.000000
    QM1564         0.000000          0.000000
    DM1564  12960000.000000          0.000000
    QJ1564 175789440.000000          0.000000
    QM1464         0.000000          0.000000
    DM1464  12960000.000000          0.000000
    QJ1464 128304000.000000          0.000000
    QM0864         0.000000          0.000000
    SF0864 100000000.000000          0.000000
    SI0864         0.000000          0.000000
    PR0864     30784.000000          0.000000
    EV0864    413030.031250          0.000000
    DM0864  12960000.000000          0.000000
    QJ0864 354410080.000000          0.000000
    QM0764  55028160.000000          0.000000
    RT0664         0.000000          0.000000
    SF0764         0.000000          0.000000
    SI0764         0.000000          0.000000
    PR0764         0.000000          0.000000
    EV0764         0.000000          0.000000
    DM0764  12960000.000000          0.000000
    QJ0764  73198080.000000          0.000000
    QM0964 367370080.000000          0.000000
    RT0864  12960000.000000          0.000000
    DM0964  10368000.000000          0.000000
    QJ0964 429007840.000000          0.000000
    QM1664 304093440.000000          0.000000
    RT1564         0.000000          0.000000
    RT1464         0.000000          0.000000
    SF1664         0.000000          0.000000
    SI1664         0.000000          0.000000
    PR1664         0.000000          0.000000
    EV1664         0.000000          0.000000
    DM1664  12960000.000000          0.000000
    QJ1664 358007040.000000          0.000000
    QM0264  43804800.000000          0.000000
    RT0164         0.000000          0.000000
    SF0264         0.000000          0.000000
    SI0264         0.000000          0.000000
    PR0264         0.000000          0.000000
    EV0264         0.000000          0.000000
    DM0264  12960000.000000          0.000000
    QJ0264 112622400.000000          0.000000
    QM1064 435228640.000000          0.000000
    RT0964   6220800.000000          0.000000
    SF1064         0.000000          0.000000
    SI1064         0.000000          0.000000
    PR1064         0.000000          0.000000
    EV1064         0.000000          0.000000
    DM1064  12960000.000000          0.000000
    QJ1064 611277248.000000          0.000000
    QM0464 593723520.000000          0.000000
    RT0364         0.000000          0.000000
    RT0264  12960000.000000          0.000000
    SF0464         0.000000          0.000000
    SI0464         0.000000          0.000000
    PR0464         0.000000          0.000000
    EV0464         0.000000          0.000000
    DM0464  12960000.000000          0.000000
    QJ0464 685843200.000000          0.000000
    QM0564 698803200.000000          0.000000
    RT0464  12960000.000000          0.000000
    SF0564         0.000000          0.000000
    SI0564         0.000000          0.000000
    PR0564         0.000000          0.000000
    EV0564         0.000000          0.000000
    DM0564  12960000.000000          0.000000
    QJ0564 787812480.000000          0.000000
    QM1164 ****************          0.000000
    RT0764  12960000.000000          0.000000
    RT1064  12960000.000000          0.000000
    RT0564  12960000.000000          0.000000
    DM1164  12960000.000000          0.000000
    QJ1164 ****************          0.000000
    QM1364 ****************          0.000000
    RT1264  12960000.000000          0.000000
    RT1164  12960000.000000          0.000000
    DM1364  12960000.000000          0.000000
    QJ1364 ****************          0.000000
    QM1764 ****************          0.000000
    RT1664  12960000.000000          0.000000
    RT1364  12960000.000000          0.000000
    SF1764         0.000000          0.000000
    SI1764         0.000000          0.000000
    PR1764         0.000000          0.000000
    EV1764         0.000000          0.000000
    DM1764  12960000.000000          0.000000
    QJ1764 ****************          0.000000
    QM1864 ****************          0.000000
    RT1764  12960000.000000          0.000000
    DM1864  12960000.000000          0.000000
    QJ1864 ****************          0.000000
    QM0665         0.000000          0.000000
    DM0665         0.000000          0.000000
    QJ0665  50836032.000000          0.000000
    QM0365         0.000000          0.000000
    DM0365         0.000000          0.000000
    QJ0365 283481856.000000          0.000000
    QM1265         0.000000          0.000000
    SF1265         0.000000          0.000000
    SI1265         0.000000          0.000000
    PR1265         0.000000          0.000000
    EV1265         0.000000          0.000000
    DM1265  13392000.000000          0.000000
    QJ1265  66611808.000000          0.000000
    QM0165         0.000000          0.000000
    DM0165  13392000.000000          0.000000
    QJ0165  22686048.000000          0.000000
    QM1565         0.000000          0.000000
    DM1565         0.000000          0.000000
    QJ1565 112814208.000000          0.000000
    QM1465         0.000000          0.000000
    DM1465  13392000.000000          0.000000
    QJ1465  47193408.000000          0.000000
    QM0865         0.000000          0.000000
    SF0865         0.000000          0.000000
    SI0865 100000000.000000          0.000000
    PR0865      6230.000000          0.000000
    EV0865    412120.031250          0.000000
    DM0865  13392000.000000          0.000000
    QJ0865 412591936.000000          0.000000
    QM0765  50836032.000000          0.000000
    RT0665         0.000000          0.000000
    SF0765         0.000000          0.000000
    SI0765         0.000000          0.000000
    PR0765         0.000000          0.000000
    EV0765         0.000000          0.000000
    DM0765  13392000.000000          0.000000
    QJ0765  58576608.000000          0.000000
    QM0965 425983936.000000          0.000000
    RT0865  13392000.000000          0.000000
    DM0965  10713600.000000          0.000000
    QJ0965 450143104.000000          0.000000
    QM1665 160007616.000000          0.000000
    RT1565         0.000000          0.000000
    RT1465         0.000000          0.000000
    SF1665         0.000000          0.000000
    SI1665         0.000000          0.000000
    PR1665         0.000000          0.000000
    EV1665         0.000000          0.000000
    DM1665  13392000.000000          0.000000
    QJ1665 184889952.000000          0.000000
    QM0265  22686048.000000          0.000000
    RT0165         0.000000          0.000000
    SF0265         0.000000          0.000000
    SI0265         0.000000          0.000000
    PR0265         0.000000          0.000000
    EV0265         0.000000          0.000000
    DM0265  13392000.000000          0.000000
    QJ0265  58683744.000000          0.000000
    QM1065 456571264.000000          0.000000
    RT0965   6428160.000000          0.000000
    SF1065         0.000000          0.000000
    SI1065         0.000000          0.000000
    PR1065         0.000000          0.000000
    EV1065         0.000000          0.000000
    DM1065  13392000.000000          0.000000
    QJ1065 532718176.000000          0.000000
    QM0465 355557600.000000          0.000000
    RT0365         0.000000          0.000000
    RT0265  13392000.000000          0.000000
    SF0465         0.000000          0.000000
    SI0465         0.000000          0.000000
    PR0465         0.000000          0.000000
    EV0465         0.000000          0.000000
    DM0465  13392000.000000          0.000000
    QJ0465 408456000.000000          0.000000
    QM0565 421848000.000000          0.000000
    RT0465  13392000.000000          0.000000
    SF0565         0.000000          0.000000
    SI0565         0.000000          0.000000
    PR0565         0.000000          0.000000
    EV0565         0.000000          0.000000
    DM0565  13392000.000000          0.000000
    QJ0565 475121376.000000          0.000000
    QM1165 ****************          0.000000
    RT0765  13392000.000000          0.000000
    RT1065  13392000.000000          0.000000
    RT0565  13392000.000000          0.000000
    DM1165  13392000.000000          0.000000
    QJ1165 ****************          0.000000
    QM1365 ****************          0.000000
    RT1265  13392000.000000          0.000000
    RT1165  13392000.000000          0.000000
    DM1365  13392000.000000          0.000000
    QJ1365 ****************          0.000000
    QM1765 ****************          0.000000
    RT1665  13392000.000000          0.000000
    RT1365  13392000.000000          0.000000
    SF1765         0.000000          0.000000
    SI1765         0.000000          0.000000
    PR1765         0.000000          0.000000
    EV1765         0.000000          0.000000
    DM1765  13392000.000000          0.000000
    QJ1765 ****************          0.000000
    QM1865 ****************          0.000000
    RT1765  13392000.000000          0.000000
    DM1865  13392000.000000          0.000000
    QJ1865 ****************          0.000000
    QM0666         0.000000          0.000000
    DM0666  12960000.000000          0.000000
    QJ0666  24960960.000000          0.000000
    QM0366         0.000000          0.000000
    DM0366  12960000.000000          0.000000
    QJ0366 199324800.000000          0.000000
    QM1266         0.000000          0.000000
    SF1266         0.000000          0.000000
    SI1266         0.000000          0.000000
    PR1266         0.000000          0.000000
    EV1266         0.000000          0.000000
    DM1266  12960000.000000          0.000000
    QJ1266  44115840.000000          0.000000
    QM0166         0.000000          0.000000
    DM0166  12960000.000000          0.000000
    QJ0166  20139840.000000          0.000000
    QM1566         0.000000          0.000000
    DM1566  12960000.000000          0.000000
    QJ1566  69439680.000000          0.000000
    QM1466         0.000000          0.000000
    DM1466  12960000.000000          0.000000
    QJ1466  38646720.000000          0.000000
    QM0866         0.000000          0.000000
    SF0866 100000000.000000          0.000000
    SI0866         0.000000          0.000000
    PR0866       183.000000          0.000000
    EV0866    310910.000000          0.000000
    DM0866  12960000.000000          0.000000
    QJ0866  98780792.000000          0.000000
    QM0766  24960960.000000          0.000000
    RT0666         0.000000          0.000000
    SF0766         0.000000          0.000000
    SI0766         0.000000          0.000000
    PR0766         0.000000          0.000000
    EV0766         0.000000          0.000000
    DM0766  12960000.000000          0.000000
    QJ0766  28330560.000000          0.000000
    QM0966 111740792.000000          0.000000
    RT0866  12960000.000000          0.000000
    DM0966  10368000.000000          0.000000
    QJ0966 131802872.000000          0.000000
    QM1666 108086400.000000          0.000000
    RT1566         0.000000          0.000000
    RT1466         0.000000          0.000000
    SF1666         0.000000          0.000000
    SI1666         0.000000          0.000000
    PR1666         0.000000          0.000000
    EV1666         0.000000          0.000000
    DM1666  12960000.000000          0.000000
    QJ1666 122290560.000000          0.000000
    QM0266  20139840.000000          0.000000
    RT0166         0.000000          0.000000
    SF0266         0.000000          0.000000
    SI0266         0.000000          0.000000
    PR0266         0.000000          0.000000
    EV0266         0.000000          0.000000
    DM0266  12960000.000000          0.000000
    QJ0266  52695360.000000          0.000000
    QM1066 138023680.000000          0.000000
    RT0966   6220800.000000          0.000000
    SF1066         0.000000          0.000000
    SI1066         0.000000          0.000000
    PR1066         0.000000          0.000000
    EV1066         0.000000          0.000000
    DM1066  12960000.000000          0.000000
    QJ1066 200983360.000000          0.000000
    QM0466 264980160.000000          0.000000
    RT0366         0.000000          0.000000
    RT0266  12960000.000000          0.000000
    SF0466         0.000000          0.000000
    SI0466         0.000000          0.000000
    PR0466         0.000000          0.000000
    EV0466         0.000000          0.000000
    DM0466  12960000.000000          0.000000
    QJ0466 304585920.000000          0.000000
    QM0566 317545920.000000          0.000000
    RT0466  12960000.000000          0.000000
    SF0566         0.000000          0.000000
    SI0566         0.000000          0.000000
    PR0566         0.000000          0.000000
    EV0566         0.000000          0.000000
    DM0566  12960000.000000          0.000000
    QJ0566 352952640.000000          0.000000
    QM1166 621146560.000000          0.000000
    RT0766  12960000.000000          0.000000
    RT1066  12960000.000000          0.000000
    RT0566  12960000.000000          0.000000
    DM1166  12960000.000000          0.000000
    QJ1166 703727680.000000          0.000000
    QM1366 773763520.000000          0.000000
    RT1266  12960000.000000          0.000000
    RT1166  12960000.000000          0.000000
    DM1366  12960000.000000          0.000000
    QJ1366 849087040.000000          0.000000
    QM1766 997297600.000000          0.000000
    RT1666  12960000.000000          0.000000
    RT1366  12960000.000000          0.000000
    SF1766         0.000000          0.000000
    SI1766         0.000000          0.000000
    PR1766         0.000000          0.000000
    EV1766         0.000000          0.000000
    DM1766  12960000.000000          0.000000
    QJ1766 ****************          0.000000
    QM1866 ****************          0.000000
    RT1766  12960000.000000          0.000000
    DM1866  12960000.000000          0.000000
    QJ1866 ****************          0.000000
    QM0667         0.000000          0.000000
    DM0667  13392000.000000          0.000000
    QJ0667  17998848.000000          0.000000
    QM0367         0.000000          0.000000
    DM0367  13392000.000000          0.000000
    QJ0367 158105952.000000          0.000000
    QM1267         0.000000          0.000000
    SF1267         0.000000          0.000000
    SI1267         0.000000          0.000000
    PR1267         0.000000          0.000000
    EV1267         0.000000          0.000000
    DM1267  13392000.000000          0.000000
    QJ1267  29703456.000000          0.000000
    QM0167         0.000000          0.000000
    DM0167  13392000.000000          0.000000
    QJ0167  12883104.000000          0.000000
    QM1567         0.000000          0.000000
    DM1567  13392000.000000          0.000000
    QJ1567  63558432.000000          0.000000
    QM1467         0.000000          0.000000
    DM1467  13392000.000000          0.000000
    QJ1467  34953120.000000          0.000000
    QM0867         0.000000          0.000000
    SF0867         0.000000          0.000000
    SI0867 100000000.000000          0.000000
    PR0867         0.000000          0.000000
    EV0867    411980.031250          0.000000
    DM0867  13392000.000000          0.000000
    QJ0867 240150448.000000          0.000000
    QM0767  17998848.000000          0.000000
    RT0667         0.000000          0.000000
    SF0767         0.000000          0.000000
    SI0767         0.000000          0.000000
    PR0767         0.000000          0.000000
    EV0767         0.000000          0.000000
    DM0767  13392000.000000          0.000000
    QJ0767  18668448.000000          0.000000
    QM0967 253542448.000000          0.000000
    RT0867  13392000.000000          0.000000
    DM0967  10713600.000000          0.000000
    QJ0967 264148912.000000          0.000000
    QM1667  98511552.000000          0.000000
    RT1567         0.000000          0.000000
    RT1467         0.000000          0.000000
    SF1667         0.000000          0.000000
    SI1667         0.000000          0.000000
    PR1667         0.000000          0.000000
    EV1667         0.000000          0.000000
    DM1667  13392000.000000          0.000000
    QJ1667 105073632.000000          0.000000
    QM0267  12883104.000000          0.000000
    RT0167         0.000000          0.000000
    SF0267         0.000000          0.000000
    SI0267         0.000000          0.000000
    PR0267         0.000000          0.000000
    EV0267         0.000000          0.000000
    DM0267  13392000.000000          0.000000
    QJ0267  35890560.000000          0.000000
    QM1067 270577088.000000          0.000000
    RT0967   6428160.000000          0.000000
    SF1067         0.000000          0.000000
    SI1067         0.000000          0.000000
    PR1067         0.000000          0.000000
    EV1067         0.000000          0.000000
    DM1067  13392000.000000          0.000000
    QJ1067 304030304.000000          0.000000
    QM0467 207388512.000000          0.000000
    RT0367         0.000000          0.000000
    RT0267  13392000.000000          0.000000
    SF0467         0.000000          0.000000
    SI0467         0.000000          0.000000
    PR0467         0.000000          0.000000
    EV0467         0.000000          0.000000
    DM0467  13392000.000000          0.000000
    QJ0467 236690208.000000          0.000000
    QM0567 250082208.000000          0.000000
    RT0467  13392000.000000          0.000000
    SF0567         0.000000          0.000000
    SI0567         0.000000          0.000000
    PR0567         0.000000          0.000000
    EV0567         0.000000          0.000000
    DM0567  13392000.000000          0.000000
    QJ0567 273518208.000000          0.000000
    QM1167 636392960.000000          0.000000
    RT0767  13392000.000000          0.000000
    RT1067  13392000.000000          0.000000
    RT0567  13392000.000000          0.000000
    DM1167  13392000.000000          0.000000
    QJ1167 687791424.000000          0.000000
    QM1367 744278912.000000          0.000000
    RT1267  13392000.000000          0.000000
    RT1167  13392000.000000          0.000000
    DM1367  13392000.000000          0.000000
    QJ1367 798864704.000000          0.000000
    QM1767 930722304.000000          0.000000
    RT1667  13392000.000000          0.000000
    RT1367  13392000.000000          0.000000
    SF1767         0.000000          0.000000
    SI1767         0.000000          0.000000
    PR1767         0.000000          0.000000
    EV1767         0.000000          0.000000
    DM1767  13392000.000000          0.000000
    QJ1767 976308672.000000          0.000000
    QM1867 989700672.000000          0.000000
    RT1767  13392000.000000          0.000000
    DM1867  13392000.000000          0.000000
    QJ1867 ****************          0.000000
    QM0668         0.000000          0.000000
    DM0668  13392000.000000          0.000000
    QJ0668  10204704.000000          0.000000
    QM0368         0.000000          0.000000
    DM0368  13392000.000000          0.000000
    QJ0368 113832000.000000          0.000000
    QM1268         0.000000          0.000000
    SF1268         0.000000          0.000000
    SI1268         0.000000          0.000000
    PR1268         0.000000          0.000000
    EV1268         0.000000          0.000000
    DM1268  13392000.000000          0.000000
    QJ1268  16472160.000000          0.000000
    QM0168         0.000000          0.000000
    DM0168  13392000.000000          0.000000
    QJ0168  11570688.000000          0.000000
    QM1568         0.000000          0.000000
    DM1568  13392000.000000          0.000000
    QJ1568  56166048.000000          0.000000
    QM1468         0.000000          0.000000
    DM1468  13392000.000000          0.000000
    QJ1468  30212352.000000          0.000000
    QM0868         0.000000          0.000000
    SF0868  91889024.000000          0.000000
    SI0868         0.000000          0.000000
    PR0868         0.000000          0.000000
    EV0868    381856.125000          0.000000
    DM0868  13392000.000000          0.000000
    QJ0868         0.000000          0.000000
    QM0768  10204704.000000          0.000000
    RT0668         0.000000          0.000000
    SF0768         0.000000          0.000000
    SI0768         0.000000          0.000000
    PR0768         0.000000          0.000000
    EV0768         0.000000          0.000000
    DM0768  13392000.000000          0.000000
    QJ0768   7767360.000000          0.000000
    QM0968  13392000.000000          0.000000
    RT0868  13392000.000000          0.000000
    DM0968  10713600.000000          0.000000
    QJ0968  20543328.000000          0.000000
    QM1668  86378400.000000          0.000000
    RT1568         0.000000          0.000000
    RT1468         0.000000          0.000000
    SF1668         0.000000          0.000000
    SI1668         0.000000          0.000000
    PR1668         0.000000          0.000000
    EV1668         0.000000          0.000000
    DM1668  13392000.000000          0.000000
    QJ1668  87342624.000000          0.000000
    QM0268  11570688.000000          0.000000
    RT0168         0.000000          0.000000
    SF0268         0.000000          0.000000
    SI0268         0.000000          0.000000
    PR0268         0.000000          0.000000
    EV0268         0.000000          0.000000
    DM0268  13392000.000000          0.000000
    QJ0268  34712064.000000          0.000000
    QM1068  26971488.000000          0.000000
    RT0968   6428160.000000          0.000000
    SF1068         0.000000          0.000000
    SI1068         0.000000          0.000000
    PR1068         0.000000          0.000000
    EV1068         0.000000          0.000000
    DM1068  13392000.000000          0.000000
    QJ1068  40818816.000000          0.000000
    QM0468 161936064.000000          0.000000
    RT0368         0.000000          0.000000
    RT0268  13392000.000000          0.000000
    SF0468         0.000000          0.000000
    SI0468         0.000000          0.000000
    PR0468         0.000000          0.000000
    EV0468         0.000000          0.000000
    DM0468  13392000.000000          0.000000
    QJ0468 180497376.000000          0.000000
    QM0568 193889376.000000          0.000000
    RT0468  13392000.000000          0.000000
    SF0568         0.000000          0.000000
    SI0568         0.000000          0.000000
    PR0568         0.000000          0.000000
    EV0568         0.000000          0.000000
    DM0568  13392000.000000          0.000000
    QJ0568 206049312.000000          0.000000
    QM1168 294811488.000000          0.000000
    RT0768  13392000.000000          0.000000
    RT1068  13392000.000000          0.000000
    RT0568  13392000.000000          0.000000
    DM1168  13392000.000000          0.000000
    QJ1168 321943680.000000          0.000000
    QM1368 365199840.000000          0.000000
    RT1268  13392000.000000          0.000000
    RT1168  13392000.000000          0.000000
    DM1368  13392000.000000          0.000000
    QJ1368 398947680.000000          0.000000
    QM1768 513074304.000000          0.000000
    RT1668  13392000.000000          0.000000
    RT1368  13392000.000000          0.000000
    SF1768         0.000000          0.000000
    SI1768         0.000000          0.000000
    PR1768         0.000000          0.000000
    EV1768         0.000000          0.000000
    DM1768  13392000.000000          0.000000
    QJ1768 546313216.000000          0.000000
    QM1868 559705216.000000          0.000000
    RT1768  13392000.000000          0.000000
    DM1868  13392000.000000          0.000000
    QJ1868 599292032.000000          0.000000
    QM0669         0.000000          0.000000
    DM0669         0.000000          0.000000
    QJ0669  20710080.000000          0.000000
    QM0369         0.000000          0.000000
    DM0369  12960000.000000          0.000000
    QJ0369  81829440.000000          0.000000
    QM1269         0.000000          0.000000
    SF1269         0.000000          0.000000
    SI1269         0.000000          0.000000
    PR1269         0.000000          0.000000
    EV1269         0.000000          0.000000
    DM1269  12960000.000000          0.000000
    QJ1269   7957440.000000          0.000000
    QM0169         0.000000          0.000000
    DM0169         0.000000          0.000000
    QJ0169  19673280.000000          0.000000
    QM1569         0.000000          0.000000
    DM1569  12960000.000000          0.000000
    QJ1569  48625920.000000          0.000000
    QM1469         0.000000          0.000000
    DM1469         0.000000          0.000000
    QJ1469  38568960.000000          0.000000
    QM0869         0.000000          0.000000
    SF0869  28634220.000000          0.000000
    SI0869  91889024.000000          0.000000
    PR0869      5360.000000          0.000000
    EV0869    617896.187500          0.000000
    DM0869  12960000.000000          0.000000
    QJ0869 138043552.000000          0.000000
    QM0769  20710080.000000          0.000000
    RT0669         0.000000          0.000000
    SF0769         0.000000          0.000000
    SI0769         0.000000          0.000000
    PR0769         0.000000          0.000000
    EV0769         0.000000          0.000000
    DM0769  12960000.000000          0.000000
    QJ0769  15914880.000000          0.000000
    QM0969 151003552.000000          0.000000
    RT0869  12960000.000000          0.000000
    DM0969  10368000.000000          0.000000
    QJ0969 175575712.000000          0.000000
    QM1669  87194880.000000          0.000000
    RT1569         0.000000          0.000000
    RT1469         0.000000          0.000000
    SF1669         0.000000          0.000000
    SI1669         0.000000          0.000000
    PR1669         0.000000          0.000000
    EV1669         0.000000          0.000000
    DM1669  12960000.000000          0.000000
    QJ1669  85769280.000000          0.000000
    QM0269  19673280.000000          0.000000
    RT0169         0.000000          0.000000
    SF0269         0.000000          0.000000
    SI0269         0.000000          0.000000
    PR0269         0.000000          0.000000
    EV0269         0.000000          0.000000
    DM0269  12960000.000000          0.000000
    QJ0269  31829760.000000          0.000000
    QM1069 181796512.000000          0.000000
    RT0969   6220800.000000          0.000000
    SF1069         0.000000          0.000000
    SI1069         0.000000          0.000000
    PR1069         0.000000          0.000000
    EV1069         0.000000          0.000000
    DM1069  12960000.000000          0.000000
    QJ1069 212693152.000000          0.000000
    QM0469 126619200.000000          0.000000
    RT0369         0.000000          0.000000
    RT0269  12960000.000000          0.000000
    SF0469         0.000000          0.000000
    SI0469         0.000000          0.000000
    PR0469         0.000000          0.000000
    EV0469         0.000000          0.000000
    DM0469  12960000.000000          0.000000
    QJ0469 137635200.000000          0.000000
    QM0569 150595200.000000          0.000000
    RT0469  12960000.000000          0.000000
    SF0569         0.000000          0.000000
    SI0569         0.000000          0.000000
    PR0569         0.000000          0.000000
    EV0569         0.000000          0.000000
    DM0569  12960000.000000          0.000000
    QJ0569 158423040.000000          0.000000
    QM1169 425911072.000000          0.000000
    RT0769  12960000.000000          0.000000
    RT1069  12960000.000000          0.000000
    RT0569  12960000.000000          0.000000
    DM1169  12960000.000000          0.000000
    QJ1169 457352032.000000          0.000000
    QM1369 491229472.000000          0.000000
    RT1269  12960000.000000          0.000000
    RT1169  12960000.000000          0.000000
    DM1369  12960000.000000          0.000000
    QJ1369 514661152.000000          0.000000
    QM1769 626350400.000000          0.000000
    RT1669  12960000.000000          0.000000
    RT1369  12960000.000000          0.000000
    SF1769         0.000000          0.000000
    SI1769         0.000000          0.000000
    PR1769         0.000000          0.000000
    EV1769         0.000000          0.000000
    DM1769  12960000.000000          0.000000
    QJ1769 648408320.000000          0.000000
    QM1869 661368320.000000          0.000000
    RT1769  12960000.000000          0.000000
    DM1869  12960000.000000          0.000000
    QJ1869 690709760.000000          0.000000
    QM0670         0.000000          0.000000
    DM0670  10526112.000000          0.000000
    QJ0670   6347808.000000          0.000000
    QM0370         0.000000          0.000000
    DM0370  13392000.000000          0.000000
    QJ0370  99154368.000000          0.000000
    QM1270         0.000000          0.000000
    SF1270         0.000000          0.000000
    SI1270         0.000000          0.000000
    PR1270         0.000000          0.000000
    EV1270         0.000000          0.000000
    DM1270  13392000.000000          0.000000
    QJ1270  11758176.000000          0.000000
    QM0170         0.000000          0.000000
    DM0170  13392000.000000          0.000000
    QJ0170   9133344.000000          0.000000
    QM1570         0.000000          0.000000
    DM1570  13392000.000000          0.000000
    QJ1570  46577376.000000          0.000000
    QM1470         0.000000          0.000000
    DM1470         0.000000          0.000000
    QJ1470  38622528.000000          0.000000
    QM0870         0.000000          0.000000
    SF0870 100000000.000000          0.000000
    SI0870  28634220.000000          0.000000
    PR0870      4206.000000          0.000000
    EV0870    660601.062500          0.000000
    DM0870  13392000.000000          0.000000
    QJ0870         0.000000          0.000000
    QM0770   6347808.000000          0.000000
    RT0670         0.000000          0.000000
    SF0770         0.000000          0.000000
    SI0770         0.000000          0.000000
    PR0770         0.000000          0.000000
    EV0770         0.000000          0.000000
    DM0770  13392000.000000          0.000000
    QJ0770         0.000000          0.000000
    QM0970  13392000.000000          0.000000
    RT0870  13392000.000000          0.000000
    DM0970  10713600.000000          0.000000
    QJ0970  21132576.000000          0.000000
    QM1670  85199904.000000          0.000000
    RT1570         0.000000          0.000000
    RT1470         0.000000          0.000000
    SF1670         0.000000          0.000000
    SI1670         0.000000          0.000000
    PR1670         0.000000          0.000000
    EV1670         0.000000          0.000000
    DM1670  13392000.000000          0.000000
    QJ1670  86726592.000000          0.000000
    QM0270   9133344.000000          0.000000
    RT0170         0.000000          0.000000
    SF0270         0.000000          0.000000
    SI0270         0.000000          0.000000
    PR0270         0.000000          0.000000
    EV0270         0.000000          0.000000
    DM0270  13392000.000000          0.000000
    QJ0270  26784000.000000          0.000000
    QM1070  27560736.000000          0.000000
    RT0970   6428160.000000          0.000000
    SF1070         0.000000          0.000000
    SI1070         0.000000          0.000000
    PR1070         0.000000          0.000000
    EV1070         0.000000          0.000000
    DM1070  13392000.000000          0.000000
    QJ1070  44300736.000000          0.000000
    QM0470 139330368.000000          0.000000
    RT0370         0.000000          0.000000
    RT0270  13392000.000000          0.000000
    SF0470         0.000000          0.000000
    SI0470         0.000000          0.000000
    PR0470         0.000000          0.000000
    EV0470         0.000000          0.000000
    DM0470  13392000.000000          0.000000
    QJ0470 153874080.000000          0.000000
    QM0570 167266080.000000          0.000000
    RT0470  13392000.000000          0.000000
    SF0570         0.000000          0.000000
    SI0570         0.000000          0.000000
    PR0570         0.000000          0.000000
    EV0570         0.000000          0.000000
    DM0570  13392000.000000          0.000000
    QJ0570 172435392.000000          0.000000
    QM1170 256912128.000000          0.000000
    RT0770  13392000.000000          0.000000
    RT1070  13392000.000000          0.000000
    RT0570  13392000.000000          0.000000
    DM1170  13392000.000000          0.000000
    QJ1170 284205024.000000          0.000000
    QM1370 322747200.000000          0.000000
    RT1270  13392000.000000          0.000000
    RT1170  13392000.000000          0.000000
    DM1370  13392000.000000          0.000000
    QJ1370 343424448.000000          0.000000
    QM1770 456935040.000000          0.000000
    RT1670  13392000.000000          0.000000
    RT1370  13392000.000000          0.000000
    SF1770         0.000000          0.000000
    SI1770         0.000000          0.000000
    PR1770         0.000000          0.000000
    EV1770         0.000000          0.000000
    DM1770  13392000.000000          0.000000
    QJ1770 479406816.000000          0.000000
    QM1870 492798816.000000          0.000000
    RT1770  13392000.000000          0.000000
    DM1870  13392000.000000          0.000000
    QJ1870 511708320.000000          0.000000
    QM0671         0.000000          0.000000
    DM0671  12960000.000000          0.000000
    QJ0671  12156480.000000          0.000000
    QM0371         0.000000          0.000000
    DM0371  12960000.000000          0.000000
    QJ0371 257152320.000000          0.000000
    QM1271         0.000000          0.000000
    SF1271         0.000000          0.000000
    SI1271         0.000000          0.000000
    PR1271         0.000000          0.000000
    EV1271         0.000000          0.000000
    DM1271  12960000.000000          0.000000
    QJ1271  57723840.000000          0.000000
    QM0171         0.000000          0.000000
    DM0171  12960000.000000          0.000000
