 WARNING:  PROBLEM IS POORLY SCALED.  THE UNITS
 OF THE ROWS AND VARIABLES SHOULD BE CHANGED SO
 THE COEFFICIENTS COVER A MUCH SMALLER RANGE.


 LP OPTIMUM FOUND AT STEP   2000
 OBJECTIVE VALUE =  0.000000000E+00


 NEW INTEGER SOLUTION OF   0.000000000E+00 AT BRANCH      0 PIVOT    2000
 BOUND ON OPTIMUM: 0.0000000E+00
 ENUMERATION COMPLETE. BRANCHES=     0 PIVOTS=    2000

 LAST INTEGER SOLUTION IS THE BEST FOUND
 RE-INSTALLING BEST SOLUTION...

        OBJECTIVE FUNCTION VALUE

       FO)     0.0000000E+00

  VARIABLE        VALUE          REDUCED COST
    DM1590  12960000.000000          0.000000
    QJ1590  63866880.000000          0.000000
    QM1490         0.000000          0.000000
    DM1490  12960000.000000          0.000000
    QJ1490  36702720.000000          0.000000
    QM0890         0.000000          0.000000
    SF0890 100000000.000000          0.000000
    SI0890  82778128.000000          0.000000
    PR0890         0.000000          0.000000
    EV0890    559244.375000          0.000000
    DM0890  12960000.000000          0.000000
    QJ0890         0.000000          0.000000
    QM0790  23146560.000000          0.000000
    RT0690         0.000000          0.000000
    SF0790         0.000000          0.000000
    SI0790         0.000000          0.000000
    PR0790         0.000000          0.000000
    EV0790         0.000000          0.000000
    DM0790  12960000.000000          0.000000
    QJ0790  26049600.000000          0.000000
    QM0990  12960000.000000          0.000000
    RT0890  12960000.000000          0.000000
    DM0990  10368000.000000          0.000000
    QJ0990  27241920.000000          0.000000
    QM1690 100569600.000000          0.000000
    RT1590         0.000000          0.000000
    RT1490         0.000000          0.000000
    SF1690         0.000000          0.000000
    SI1690         0.000000          0.000000
    PR1690         0.000000          0.000000
    EV1690         0.000000          0.000000
    DM1690  12960000.000000          0.000000
    QJ1690 116795520.000000          0.000000
    QM0290  18740160.000000          0.000000
    RT0190         0.000000          0.000000
    SF0290         0.000000          0.000000
    SI0290         0.000000          0.000000
    PR0290         0.000000          0.000000
    EV0290         0.000000          0.000000
    DM0290  12960000.000000          0.000000
    QJ0290  50051520.000000          0.000000
    QM1090  33462720.000000          0.000000
    RT0990   6220800.000000          0.000000
    SF1090         0.000000          0.000000
    SI1090         0.000000          0.000000
    PR1090         0.000000          0.000000
    EV1090         0.000000          0.000000
    DM1090  12960000.000000          0.000000
    QJ1090 103835520.000000          0.000000
    QM0490 266664960.000000          0.000000
    RT0390         0.000000          0.000000
    RT0290  12960000.000000          0.000000
    SF0490         0.000000          0.000000
    SI0490         0.000000          0.000000
    PR0490         0.000000          0.000000
    EV0490         0.000000          0.000000
    DM0490  12960000.000000          0.000000
    QJ0490 310210560.000000          0.000000
    QM0590 323170560.000000          0.000000
    RT0490  12960000.000000          0.000000
    SF0590         0.000000          0.000000
    SI0590         0.000000          0.000000
    PR0590         0.000000          0.000000
    EV0590         0.000000          0.000000
    DM0590  12960000.000000          0.000000
    QJ0590 360236160.000000          0.000000
    QM1190 529001280.000000          0.000000
    RT0790  12960000.000000          0.000000
    RT1090  12960000.000000          0.000000
    RT0590  12960000.000000          0.000000
    DM1190  12960000.000000          0.000000
    QJ1190 601862400.000000          0.000000
    QM1390 686232000.000000          0.000000
    RT1290  12960000.000000          0.000000
    RT1190  12960000.000000          0.000000
    DM1390  12960000.000000          0.000000
    QJ1390 763914240.000000          0.000000
    QM1790 906629760.000000          0.000000
    RT1690  12960000.000000          0.000000
    RT1390  12960000.000000          0.000000
    SF1790         0.000000          0.000000
    SI1790         0.000000          0.000000
    PR1790         0.000000          0.000000
    EV1790         0.000000          0.000000
    DM1790  12960000.000000          0.000000
    QJ1790 987448320.000000          0.000000
    QM1890 ****************          0.000000
    RT1790  12960000.000000          0.000000
    DM1890  12960000.000000          0.000000
    QJ1890 ****************          0.000000
    QM0691         0.000000          0.000000
    DM0691         0.000000          0.000000
    QJ0691  28658880.000000          0.000000
    QM0391         0.000000          0.000000
    DM0391         0.000000          0.000000
    QJ0391 170426592.000000          0.000000
    QM1291         0.000000          0.000000
    SF1291         0.000000          0.000000
    SI1291         0.000000          0.000000
    PR1291         0.000000          0.000000
    EV1291         0.000000          0.000000
    DM1291  13392000.000000          0.000000
    QJ1291  39292128.000000          0.000000
    QM0191         0.000000          0.000000
    DM0191         0.000000          0.000000
    QJ0191  27667872.000000          0.000000
    QM1591         0.000000          0.000000
    DM1591  13392000.000000          0.000000
    QJ1591  57880224.000000          0.000000
    QM1491         0.000000          0.000000
    DM1491  13392000.000000          0.000000
    QJ1491  32676480.000000          0.000000
    QM0891         0.000000          0.000000
    SF0891         0.000000          0.000000
    SI0891 100000000.000000          0.000000
    PR0891        13.000000          0.000000
    EV0891    411980.031250          0.000000
    DM0891  13392000.000000          0.000000
    QJ0891 108480320.000000          0.000000
    QM0791  28658880.000000          0.000000
    RT0691         0.000000          0.000000
    SF0791         0.000000          0.000000
    SI0791         0.000000          0.000000
    PR0791         0.000000          0.000000
    EV0791         0.000000          0.000000
    DM0791  13392000.000000          0.000000
    QJ0791  28364256.000000          0.000000
    QM0991 121872320.000000          0.000000
    RT0891  13392000.000000          0.000000
    DM0991  10713600.000000          0.000000
    QJ0991 133255520.000000          0.000000
    QM1691  90556704.000000          0.000000
    RT1591         0.000000          0.000000
    RT1491         0.000000          0.000000
    SF1691         0.000000          0.000000
    SI1691         0.000000          0.000000
    PR1691         0.000000          0.000000
    EV1691         0.000000          0.000000
    DM1691  13392000.000000          0.000000
    QJ1691  99422208.000000          0.000000
    QM0291  27667872.000000          0.000000
    RT0191         0.000000          0.000000
    SF0291         0.000000          0.000000
    SI0291         0.000000          0.000000
    PR0291         0.000000          0.000000
    EV0291         0.000000          0.000000
    DM0291  13392000.000000          0.000000
    QJ0291  52871616.000000          0.000000
    QM1091 139683680.000000          0.000000
    RT0991   6428160.000000          0.000000
    SF1091         0.000000          0.000000
    SI1091         0.000000          0.000000
    PR1091         0.000000          0.000000
    EV1091         0.000000          0.000000
    DM1091  13392000.000000          0.000000
    QJ1091 179404352.000000          0.000000
    QM0491 236690208.000000          0.000000
    RT0391         0.000000          0.000000
    RT0291  13392000.000000          0.000000
    SF0491         0.000000          0.000000
    SI0491         0.000000          0.000000
    PR0491         0.000000          0.000000
    EV0491         0.000000          0.000000
    DM0491  13392000.000000          0.000000
    QJ0491 269259552.000000          0.000000
    QM0591 282651552.000000          0.000000
    RT0491  13392000.000000          0.000000
    SF0591         0.000000          0.000000
    SI0591         0.000000          0.000000
    PR0591         0.000000          0.000000
    EV0591         0.000000          0.000000
    DM0591  13392000.000000          0.000000
    QJ0591 306141120.000000          0.000000
    QM1191 554085760.000000          0.000000
    RT0791  13392000.000000          0.000000
    RT1091  13392000.000000          0.000000
    RT0591  13392000.000000          0.000000
    DM1191  13392000.000000          0.000000
    QJ1191 598332928.000000          0.000000
    QM1391 664409024.000000          0.000000
    RT1291  13392000.000000          0.000000
    RT1191  13392000.000000          0.000000
    DM1391  13392000.000000          0.000000
    QJ1391 717869888.000000          0.000000
    QM1791 844076096.000000          0.000000
    RT1691  13392000.000000          0.000000
    RT1391  13392000.000000          0.000000
    SF1791         0.000000          0.000000
    SI1791         0.000000          0.000000
    PR1791         0.000000          0.000000
    EV1791         0.000000          0.000000
    DM1791  13392000.000000          0.000000
    QJ1791 908973760.000000          0.000000
    QM1891 922365760.000000          0.000000
    RT1791  13392000.000000          0.000000
    DM1891  13392000.000000          0.000000
    QJ1891 989486464.000000          0.000000
    QM0692         0.000000          0.000000
    DM0692  13392000.000000          0.000000
    QJ0692   8142336.000000          0.000000
    QM0392         0.000000          0.000000
    DM0392  13392000.000000          0.000000
    QJ0392 113189184.000000          0.000000
    QM1292         0.000000          0.000000
    SF1292         0.000000          0.000000
    SI1292         0.000000          0.000000
    PR1292         0.000000          0.000000
    EV1292         0.000000          0.000000
    DM1292  13392000.000000          0.000000
    QJ1292  23168160.000000          0.000000
    QM0192         0.000000          0.000000
    DM0192  13392000.000000          0.000000
    QJ0192   9936864.000000          0.000000
    QM1592         0.000000          0.000000
    DM1592  13392000.000000          0.000000
    QJ1592  50594976.000000          0.000000
    QM1492         0.000000          0.000000
    DM1492         0.000000          0.000000
    QJ1492  41327712.000000          0.000000
    QM0892         0.000000          0.000000
    SF0892         0.000000          0.000000
    SI0892         0.000000          0.000000
    PR0892       858.000000          0.000000
    EV0892     14300.000000          0.000000
    DM0892  13392000.000000          0.000000
    QJ0892   1915006.000000          0.000000
    QM0792   8142336.000000          0.000000
    RT0692         0.000000          0.000000
    SF0792         0.000000          0.000000
    SI0792         0.000000          0.000000
    PR0792         0.000000          0.000000
    EV0792         0.000000          0.000000
    DM0792  13392000.000000          0.000000
    QJ0792   4955040.000000          0.000000
    QM0992  15307006.000000          0.000000
    RT0892  13392000.000000          0.000000
    DM0992  10713600.000000          0.000000
    QJ0992  23020798.000000          0.000000
    QM1692  91922688.000000          0.000000
    RT1592         0.000000          0.000000
    RT1492         0.000000          0.000000
    SF1692         0.000000          0.000000
    SI1692         0.000000          0.000000
    PR1692         0.000000          0.000000
    EV1692         0.000000          0.000000
    DM1692  13392000.000000          0.000000
    QJ1692  94520736.000000          0.000000
    QM0292   9936864.000000          0.000000
    RT0192         0.000000          0.000000
    SF0292         0.000000          0.000000
    SI0292         0.000000          0.000000
    PR0292         0.000000          0.000000
    EV0292         0.000000          0.000000
    DM0292  13392000.000000          0.000000
    QJ0292  28605312.000000          0.000000
    QM1092  29448958.000000          0.000000
    RT0992   6428160.000000          0.000000
    SF1092         0.000000          0.000000
    SI1092         0.000000          0.000000
    PR1092         0.000000          0.000000
    EV1092         0.000000          0.000000
    DM1092  13392000.000000          0.000000
    QJ1092  47233536.000000          0.000000
    QM0492 155186496.000000          0.000000
    RT0392         0.000000          0.000000
    RT0292  13392000.000000          0.000000
    SF0492         0.000000          0.000000
    SI0492         0.000000          0.000000
    PR0492         0.000000          0.000000
    EV0492         0.000000          0.000000
    DM0492  13392000.000000          0.000000
    QJ0492 177015456.000000          0.000000
    QM0592 190407456.000000          0.000000
    RT0492  13392000.000000          0.000000
    SF0592         0.000000          0.000000
    SI0592         0.000000          0.000000
    PR0592         0.000000          0.000000
    EV0592         0.000000          0.000000
    DM0592  13392000.000000          0.000000
    QJ0592 202620960.000000          0.000000
    QM1192 294985536.000000          0.000000
    RT0792  13392000.000000          0.000000
    RT1092  13392000.000000          0.000000
    RT0592  13392000.000000          0.000000
    DM1192  13392000.000000          0.000000
    QJ1192 318448320.000000          0.000000
    QM1392 368400480.000000          0.000000
    RT1292  13392000.000000          0.000000
    RT1192  13392000.000000          0.000000
    DM1392  13392000.000000          0.000000
    QJ1392 401398368.000000          0.000000
    QM1792 522703104.000000          0.000000
    RT1692  13392000.000000          0.000000
    RT1392  13392000.000000          0.000000
    SF1792         0.000000          0.000000
    SI1792         0.000000          0.000000
    PR1792         0.000000          0.000000
    EV1792         0.000000          0.000000
    DM1792  13392000.000000          0.000000
    QJ1792 571208896.000000          0.000000
    QM1892 584600896.000000          0.000000
    RT1792  13392000.000000          0.000000
    DM1892  13392000.000000          0.000000
    QJ1892 634928064.000000          0.000000
    QM0693         0.000000          0.000000
    DM0693   9771840.000000          0.000000
    QJ0693   5443200.000000          0.000000
    QM0393         0.000000          0.000000
    DM0393  12960000.000000          0.000000
    QJ0393  74882880.000000          0.000000
    QM1293         0.000000          0.000000
    SF1293         0.000000          0.000000
    SI1293         0.000000          0.000000
    PR1293         0.000000          0.000000
    EV1293         0.000000          0.000000
    DM1293  12960000.000000          0.000000
    QJ1293  12648960.000000          0.000000
    QM0193         0.000000          0.000000
    DM0193  12960000.000000          0.000000
    QJ0193   5857920.000000          0.000000
    QM1593         0.000000          0.000000
    DM1593  12960000.000000          0.000000
    QJ1593  42897600.000000          0.000000
    QM1493         0.000000          0.000000
    DM1493  12960000.000000          0.000000
    QJ1493  23068800.000000          0.000000
    QM0893         0.000000          0.000000
    SF0893   5687298.500000          0.000000
    SI0893         0.000000          0.000000
    PR0893      2695.000000          0.000000
    EV0893     43716.492188          0.000000
    DM0893  12960000.000000          0.000000
    QJ0893         0.000000          0.000000
    QM0793   5443200.000000          0.000000
    RT0693         0.000000          0.000000
    SF0793         0.000000          0.000000
    SI0793         0.000000          0.000000
    PR0793         0.000000          0.000000
    EV0793         0.000000          0.000000
    DM0793  12960000.000000          0.000000
    QJ0793         0.000000          0.000000
    QM0993  12960000.000000          0.000000
    RT0893  12960000.000000          0.000000
    DM0993  10368000.000000          0.000000
    QJ0993  27267840.000000          0.000000
    QM1693  65966400.000000          0.000000
    RT1593         0.000000          0.000000
    RT1493         0.000000          0.000000
    SF1693         0.000000          0.000000
    SI1693         0.000000          0.000000
    PR1693         0.000000          0.000000
    EV1693         0.000000          0.000000
    DM1693  12960000.000000          0.000000
    QJ1693  66018240.000000          0.000000
    QM0293   5857920.000000          0.000000
    RT0193         0.000000          0.000000
    SF0293         0.000000          0.000000
    SI0293         0.000000          0.000000
    PR0293         0.000000          0.000000
    EV0293         0.000000          0.000000
    DM0293  12960000.000000          0.000000
    QJ0293  18092160.000000          0.000000
    QM1093  33488640.000000          0.000000
    RT0993   6220800.000000          0.000000
    SF1093         0.000000          0.000000
    SI1093         0.000000          0.000000
    PR1093         0.000000          0.000000
    EV1093         0.000000          0.000000
    DM1093  12960000.000000          0.000000
    QJ1093  41964480.000000          0.000000
    QM0493 105935040.000000          0.000000
    RT0393         0.000000          0.000000
    RT0293  12960000.000000          0.000000
    SF0493         0.000000          0.000000
    SI0493         0.000000          0.000000
    PR0493         0.000000          0.000000
    EV0493         0.000000          0.000000
    DM0493  12960000.000000          0.000000
    QJ0493 118221120.000000          0.000000
    QM0593 131181120.000000          0.000000
    RT0493  12960000.000000          0.000000
    SF0593         0.000000          0.000000
    SI0593         0.000000          0.000000
    PR0593         0.000000          0.000000
    EV0593         0.000000          0.000000
    DM0593  12960000.000000          0.000000
    QJ0593 135613440.000000          0.000000
    QM1193 216457920.000000          0.000000
    RT0793  12960000.000000          0.000000
    RT1093  12960000.000000          0.000000
    RT0593  12960000.000000          0.000000
    DM1193  12960000.000000          0.000000
    QJ1193 230376960.000000          0.000000
    QM1393 268945920.000000          0.000000
    RT1293  12960000.000000          0.000000
    RT1193  12960000.000000          0.000000
    DM1393  12960000.000000          0.000000
    QJ1393 287971200.000000          0.000000
    QM1793 379909440.000000          0.000000
    RT1693  12960000.000000          0.000000
    RT1393  12960000.000000          0.000000
    SF1793         0.000000          0.000000
    SI1793         0.000000          0.000000
    PR1793         0.000000          0.000000
    EV1793         0.000000          0.000000
    DM1793  12960000.000000          0.000000
    QJ1793 428483520.000000          0.000000
    QM1893 441443520.000000          0.000000
    RT1793  12960000.000000          0.000000
    DM1893  12960000.000000          0.000000
    QJ1893 482993280.000000          0.000000
    QM0694         0.000000          0.000000
    DM0694   4901472.000000          0.000000
    QJ0694   7231680.000000          0.000000
    QM0394         0.000000          0.000000
    DM0394  13392000.000000          0.000000
    QJ0394  63719136.000000          0.000000
    QM1294         0.000000          0.000000
    SF1294         0.000000          0.000000
    SI1294         0.000000          0.000000
    PR1294         0.000000          0.000000
    EV1294         0.000000          0.000000
    DM1294  13392000.000000          0.000000
    QJ1294   8410176.000000          0.000000
    QM0194         0.000000          0.000000
    DM0194  13392000.000000          0.000000
    QJ0194  13686624.000000          0.000000
    QM1594         0.000000          0.000000
    DM1594  13392000.000000          0.000000
    QJ1594  50702112.000000          0.000000
    QM1494         0.000000          0.000000
    DM1494  13392000.000000          0.000000
    QJ1494  25659072.000000          0.000000
    QM0894         0.000000          0.000000
    SF0894  53488708.000000          0.000000
    SI0894   5687298.500000          0.000000
    PR0894     10656.000000          0.000000
    EV0894    313310.031250          0.000000
    DM0894  13392000.000000          0.000000
    QJ0894         0.000000          0.000000
    QM0794   7231680.000000          0.000000
    RT0694         0.000000          0.000000
    SF0794         0.000000          0.000000
    SI0794         0.000000          0.000000
    PR0794         0.000000          0.000000
    EV0794         0.000000          0.000000
    DM0794  13392000.000000          0.000000
    QJ0794         0.000000          0.000000
    QM0994  13392000.000000          0.000000
    RT0894  13392000.000000          0.000000
    DM0994  10713600.000000          0.000000
    QJ0994  33051456.000000          0.000000
    QM1694  76361184.000000          0.000000
    RT1594         0.000000          0.000000
    RT1494         0.000000          0.000000
    SF1694         0.000000          0.000000
    SI1694         0.000000          0.000000
    PR1694         0.000000          0.000000
    EV1694         0.000000          0.000000
    DM1694  13392000.000000          0.000000
    QJ1694  79414560.000000          0.000000
    QM0294  13686624.000000          0.000000
    RT0194         0.000000          0.000000
    SF0294         0.000000          0.000000
    SI0294         0.000000          0.000000
    PR0294         0.000000          0.000000
    EV0294         0.000000          0.000000
    DM0294  13392000.000000          0.000000
    QJ0294  46684512.000000          0.000000
    QM1094  39479616.000000          0.000000
    RT0994   6428160.000000          0.000000
    SF1094         0.000000          0.000000
    SI1094         0.000000          0.000000
    PR1094         0.000000          0.000000
    EV1094         0.000000          0.000000
    DM1094  13392000.000000          0.000000
    QJ1094  60719328.000000          0.000000
    QM0494 123795648.000000          0.000000
    RT0394         0.000000          0.000000
    RT0294  13392000.000000          0.000000
    SF0494         0.000000          0.000000
    SI0494         0.000000          0.000000
    PR0494         0.000000          0.000000
    EV0494         0.000000          0.000000
    DM0494  13392000.000000          0.000000
    QJ0494 132366528.000000          0.000000
    QM0594 145758528.000000          0.000000
    RT0494  13392000.000000          0.000000
    SF0594         0.000000          0.000000
    SI0594         0.000000          0.000000
    PR0594         0.000000          0.000000
    EV0594         0.000000          0.000000
    DM0594  13392000.000000          0.000000
    QJ0594 146079936.000000          0.000000
    QM1194 246975264.000000          0.000000
    RT0794  13392000.000000          0.000000
    RT1094  13392000.000000          0.000000
    RT0594  13392000.000000          0.000000
    DM1194  13392000.000000          0.000000
    QJ1194 274803840.000000          0.000000
    QM1394 309998016.000000          0.000000
    RT1294  13392000.000000          0.000000
    RT1194  13392000.000000          0.000000
    DM1394  13392000.000000          0.000000
    QJ1394 328452192.000000          0.000000
    QM1794 434650752.000000          0.000000
    RT1694  13392000.000000          0.000000
    RT1394  13392000.000000          0.000000
    SF1794         0.000000          0.000000
    SI1794         0.000000          0.000000
    PR1794         0.000000          0.000000
    EV1794         0.000000          0.000000
    DM1794  13392000.000000          0.000000
    QJ1794 462238272.000000          0.000000
    QM1894 475630272.000000          0.000000
    RT1794  13392000.000000          0.000000
    DM1894  13392000.000000          0.000000
    QJ1894 514815264.000000          0.000000
    QM0695         0.000000          0.000000
    DM0695  11586240.000000          0.000000
    QJ0695   7050240.000000          0.000000
    QM0395         0.000000          0.000000
    DM0395         0.000000          0.000000
    QJ0395 141989760.000000          0.000000
    QM1295         0.000000          0.000000
    SF1295         0.000000          0.000000
    SI1295         0.000000          0.000000
    PR1295         0.000000          0.000000
    EV1295         0.000000          0.000000
    DM1295  12960000.000000          0.000000
    QJ1295  15577920.000000          0.000000
    QM0195         0.000000          0.000000
    DM0195  12960000.000000          0.000000
    QJ0195  16666560.000000          0.000000
    QM1595         0.000000          0.000000
    DM1595  12960000.000000          0.000000
    QJ1595  63840960.000000          0.000000
    QM1495         0.000000          0.000000
    DM1495  12960000.000000          0.000000
    QJ1495  33307200.000000          0.000000
    QM0895         0.000000          0.000000
    SF0895         0.000000          0.000000
    SI0895  53488708.000000          0.000000
    PR0895      4703.000000          0.000000
    EV0895    283323.531250          0.000000
    DM0895  12960000.000000          0.000000
    QJ0895  96470568.000000          0.000000
    QM0795   7050240.000000          0.000000
    RT0695         0.000000          0.000000
    SF0795         0.000000          0.000000
    SI0795         0.000000          0.000000
    PR0795         0.000000          0.000000
    EV0795         0.000000          0.000000
    DM0795  12960000.000000          0.000000
    QJ0795         0.000000          0.000000
    QM0995 109430568.000000          0.000000
    RT0895  12960000.000000          0.000000
    DM0995  10368000.000000          0.000000
    QJ0995 119513448.000000          0.000000
    QM1695  97148160.000000          0.000000
    RT1595         0.000000          0.000000
    RT1495         0.000000          0.000000
    SF1695         0.000000          0.000000
    SI1695         0.000000          0.000000
    PR1695         0.000000          0.000000
    EV1695         0.000000          0.000000
    DM1695  12960000.000000          0.000000
    QJ1695 110237760.000000          0.000000
    QM0295  16666560.000000          0.000000
    RT0195         0.000000          0.000000
    SF0295         0.000000          0.000000
    SI0295         0.000000          0.000000
    PR0295         0.000000          0.000000
    EV0295         0.000000          0.000000
    DM0295  12960000.000000          0.000000
    QJ0295  65992320.000000          0.000000
    QM1095 125734248.000000          0.000000
    RT0995   6220800.000000          0.000000
    SF1095         0.000000          0.000000
    SI1095         0.000000          0.000000
    PR1095         0.000000          0.000000
    EV1095         0.000000          0.000000
    DM1095  12960000.000000          0.000000
    QJ1095 146859040.000000          0.000000
    QM0495 220942080.000000          0.000000
    RT0395         0.000000          0.000000
    RT0295  12960000.000000          0.000000
    SF0495         0.000000          0.000000
    SI0495         0.000000          0.000000
    PR0495         0.000000          0.000000
    EV0495         0.000000          0.000000
    DM0495  12960000.000000          0.000000
    QJ0495 242015040.000000          0.000000
    QM0595 254975040.000000          0.000000
    RT0495  12960000.000000          0.000000
    SF0595         0.000000          0.000000
    SI0595         0.000000          0.000000
    PR0595         0.000000          0.000000
    EV0595         0.000000          0.000000
    DM0595  12960000.000000          0.000000
    QJ0595 267779520.000000          0.000000
    QM1195 453518560.000000          0.000000
    RT0795  12960000.000000          0.000000
    RT1095  12960000.000000          0.000000
    RT0595  12960000.000000          0.000000
    DM1195  12960000.000000          0.000000
    QJ1195 503077600.000000          0.000000
    QM1395 544575552.000000          0.000000
    RT1295  12960000.000000          0.000000
    RT1195  12960000.000000          0.000000
    DM1395  12960000.000000          0.000000
    QJ1395 568421952.000000          0.000000
    QM1795 704579712.000000          0.000000
    RT1695  12960000.000000          0.000000
    RT1395  12960000.000000          0.000000
    SF1795         0.000000          0.000000
    SI1795         0.000000          0.000000
    PR1795         0.000000          0.000000
    EV1795         0.000000          0.000000
    DM1795  12960000.000000          0.000000
    QJ1795 751702272.000000          0.000000
    QM1895 764662272.000000          0.000000
    RT1795  12960000.000000          0.000000
    DM1895  12960000.000000          0.000000
    QJ1895 784957632.000000          0.000000
    QM0696         0.000000          0.000000
    DM0696   7526304.000000          0.000000
    QJ0696   8517312.000000          0.000000
    QM0396         0.000000          0.000000
    DM0396  13392000.000000          0.000000
    QJ0396 177470784.000000          0.000000
    QM1296         0.000000          0.000000
    SF1296         0.000000          0.000000
    SI1296         0.000000          0.000000
    PR1296         0.000000          0.000000
    EV1296         0.000000          0.000000
    DM1296  13392000.000000          0.000000
    QJ1296  39908160.000000          0.000000
    QM0196         0.000000          0.000000
    DM0196  13392000.000000          0.000000
    QJ0196  66531456.000000          0.000000
    QM1596         0.000000          0.000000
    DM1596  13392000.000000          0.000000
    QJ1596 361771488.000000          0.000000
    QM1496         0.000000          0.000000
    DM1496  13392000.000000          0.000000
    QJ1496  99743616.000000          0.000000
    QM0896         0.000000          0.000000
    SF0896         0.000000          0.000000
    SI0896         0.000000          0.000000
    PR0896     15206.000000          0.000000
    EV0896     16070.000000          0.000000
    DM0896  13392000.000000          0.000000
    QJ0896  71619552.000000          0.000000
    QM0796   8517312.000000          0.000000
    RT0696         0.000000          0.000000
    SF0796         0.000000          0.000000
    SI0796         0.000000          0.000000
    PR0796         0.000000          0.000000
    EV0796         0.000000          0.000000
    DM0796  13392000.000000          0.000000
    QJ0796         0.000000          0.000000
    QM0996  85011552.000000          0.000000
    RT0896  13392000.000000          0.000000
    DM0996  10713600.000000          0.000000
    QJ0996 136302912.000000          0.000000
    QM1696 461515104.000000          0.000000
    RT1596         0.000000          0.000000
    RT1496         0.000000          0.000000
    SF1696         0.000000          0.000000
    SI1696         0.000000          0.000000
    PR1696         0.000000          0.000000
    EV1696         0.000000          0.000000
    DM1696  13392000.000000          0.000000
    QJ1696 510395904.000000          0.000000
    QM0296  66531456.000000          0.000000
    RT0196         0.000000          0.000000
    SF0296         0.000000          0.000000
    SI0296         0.000000          0.000000
    PR0296         0.000000          0.000000
    EV0296         0.000000          0.000000
    DM0296  13392000.000000          0.000000
    QJ0296 131295168.000000          0.000000
    QM1096 142731072.000000          0.000000
    RT0996   6428160.000000          0.000000
    SF1096         0.000000          0.000000
    SI1096         0.000000          0.000000
    PR1096         0.000000          0.000000
    EV1096         0.000000          0.000000
    DM1096  13392000.000000          0.000000
    QJ1096 231680736.000000          0.000000
    QM0496 322157952.000000          0.000000
    RT0396         0.000000          0.000000
    RT0296  13392000.000000          0.000000
    SF0496         0.000000          0.000000
    SI0496         0.000000          0.000000
    PR0496         0.000000          0.000000
    EV0496         0.000000          0.000000
    DM0496  13392000.000000          0.000000
    QJ0496 362387520.000000          0.000000
    QM0596 375779520.000000          0.000000
    RT0496  13392000.000000          0.000000
    SF0596         0.000000          0.000000
    SI0596         0.000000          0.000000
    PR0596         0.000000          0.000000
    EV0596         0.000000          0.000000
    DM0596  13392000.000000          0.000000
    QJ0596 391608864.000000          0.000000
    QM1196 663465600.000000          0.000000
    RT0796  13392000.000000          0.000000
    RT1096  13392000.000000          0.000000
    RT0596  13392000.000000          0.000000
    DM1196  13392000.000000          0.000000
    QJ1196 742719488.000000          0.000000
    QM1396 809411584.000000          0.000000
    RT1296  13392000.000000          0.000000
    RT1196  13392000.000000          0.000000
    DM1396  13392000.000000          0.000000
    QJ1396 855346176.000000          0.000000
    QM1796 ****************          0.000000
    RT1696  13392000.000000          0.000000
    RT1396  13392000.000000          0.000000
    SF1796         0.000000          0.000000
    SI1796         0.000000          0.000000
    PR1796         0.000000          0.000000
    EV1796         0.000000          0.000000
    DM1796  13392000.000000          0.000000
    QJ1796 ****************          0.000000
    QM1896 ****************          0.000000
    RT1796  13392000.000000          0.000000
    DM1896  13392000.000000          0.000000
    QJ1896 ****************          0.000000
    QM0697         0.000000          0.000000
    DM0697  13392000.000000          0.000000
    QJ0697  56219616.000000          0.000000
    QM0397         0.000000          0.000000
    DM0397  13392000.000000          0.000000
    QJ0397 572186624.000000          0.000000
    QM1297         0.000000          0.000000
    SF1297         0.000000          0.000000
    SI1297         0.000000          0.000000
    PR1297         0.000000          0.000000
    EV1297         0.000000          0.000000
    DM1297  13392000.000000          0.000000
    QJ1297  90770976.000000          0.000000
    QM0197         0.000000          0.000000
    DM0197  13392000.000000          0.000000
    QJ0197  71888256.000000          0.000000
    QM1597         0.000000          0.000000
    DM1597  13392000.000000          0.000000
    QJ1597 723891200.000000          0.000000
    QM1497         0.000000          0.000000
    DM1497  13392000.000000          0.000000
    QJ1497 523145088.000000          0.000000
    QM0897         0.000000          0.000000
    SF0897 100000000.000000          0.000000
    SI0897         0.000000          0.000000
    PR0897     27773.000000          0.000000
    EV0897    516460.000000          0.000000
    DM0897  13392000.000000          0.000000
    QJ0897 105453488.000000          0.000000
    QM0797  56219616.000000          0.000000
    RT0697         0.000000          0.000000
    SF0797         0.000000          0.000000
    SI0797         0.000000          0.000000
    PR0797         0.000000          0.000000
    EV0797         0.000000          0.000000
    DM0797  13392000.000000          0.000000
    QJ0797  83726784.000000          0.000000
    QM0997 118845488.000000          0.000000
    RT0897  13392000.000000          0.000000
    DM0997  10713600.000000          0.000000
    QJ0997 406425312.000000          0.000000
    QM1697 ****************          0.000000
    RT1597         0.000000          0.000000
    RT1497         0.000000          0.000000
    SF1697         0.000000          0.000000
    SI1697         0.000000          0.000000
    PR1697         0.000000          0.000000
    EV1697         0.000000          0.000000
    DM1697  13392000.000000          0.000000
    QJ1697 ****************          0.000000
    QM0297  71888256.000000          0.000000
    RT0197         0.000000          0.000000
    SF0297         0.000000          0.000000
    SI0297         0.000000          0.000000
    PR0297         0.000000          0.000000
    EV0297         0.000000          0.000000
    DM0297  13392000.000000          0.000000
    QJ0297 188291520.000000          0.000000
    QM1097 412853472.000000          0.000000
